software_name,github_slug,ror_id,org_name,extraction_methods
OntoQuest,"","https://www.force11.org/node/4695, https://bio.tools/neuroscinfframework, https://bio.tools/neuroscinfframework",Neuroscience Information Framework,human_curated
minet,"",https://ror.org/02vpfbn76,Free University of Brussels,by_name
GERMLINE,"",https://ror.org/00hj8s172,Columbia University,human_curated
SNAP - SNP Annotation and Proxy Search,"",https://ror.org/05a0ya142,Broad Institute,human_curated
TALLYMER,"",https://ror.org/00g30e956,University of Hamburg,by_name
Philius,"",https://ror.org/00cvxb145,University of Washington,human_curated
DNAPlotter,"",https://ror.org/05cy4wa09,Wellcome Trust Sanger Institute,human_curated
NPS,"",https://ror.org/02jzgtq86,Dana-Farber Cancer Institute,human_curated
Transporter Classification Database,"",https://ror.org/0168r3w48,University of California at San Diego,by_name
Segmentation Validation Engine,"",https://ror.org/046rm7j60,University of California at Los Angeles,human_curated
VAAL,"",https://ror.org/05a0ya142,Broad Institute,human_curated
SIMHAP,"",https://ror.org/047272k79,University of Western Australia,human_curated
Weighted Gene Co-expression Network Analysis,"",https://ror.org/046rm7j60,University of California at Los Angeles,human_curated
TumorSim,"",https://ror.org/03r0ha626,University of Utah,human_curated
PeakSeq,"",https://ror.org/03v76x132,Yale University,by_name
geNORM,"",https://ror.org/00cv9y106,Ghent University,by_name
DAVID,"",http://ncifrederick.cancer.gov/,NCI-Frederick,human_curated
CoCoMac-Paxinos3D viewer,"","http://www.nitrc.org/projects/cocomac, http://134.95.56.239/home.asp",CoCoMac,human_curated
Jalview,"",https://ror.org/03h2bxq36,University of Dundee,human_curated
Quantitative Enrichment of Sequence Tags,"",https://ror.org/00f54p054,Stanford University,human_curated
GingerALE,"",http://www.nitrc.org/projects/brainmap,brainmap.org,human_curated
Arrowsmith,"",https://ror.org/02mpq6x41,University of Illinois at Chicago,human_curated
Volume image object AnNOtation System,"",https://ror.org/013sk6x84,Janelia Research,by_name
qvality - Nonparametric estimation of posterior error probabilities,"",https://ror.org/00cvxb145,University of Washington,human_curated
TACOA,"",https://ror.org/02hpadn98,Bielefeld University,by_name
PASS,"",https://ror.org/00240q980,University of Padua,by_name
RankAggreg,"",http://cran.r-project.org/mirrors.html,CRAN,human_curated
Ultrasome,"",https://ror.org/05a0ya142,Broad Institute,human_curated
PEMer,"",https://ror.org/010jaxs89,European Molecular Biology Laboratory,by_name
ClueGO,"",https://ror.org/02vjkv261,National Institute of Health and Medical Research,human_curated
GOEx - Gene Ontology Explorer,"",https://ror.org/02dxx6824,Scripps Research Institute,human_curated
Bowtie,BenLangmead/bowtie,https://ror.org/00za53h95,Johns Hopkins University,by_name
CASHX,"",https://ror.org/00ysfqy60,Oregon State University,human_curated
DnaSP,"",https://ror.org/021018s57,University of Barcelona,by_name
CATMAID,"",https://ror.org/05b8d3w18,Max Planck Institute of Molecular Cell Biology and Genetics,human_curated
MapMan,"",https://ror.org/01fbde567,Max Planck Institute of Molecular Plant Physiology,human_curated
Segmentation of Hippocampus Subfields,"",https://ror.org/03wevmz92,Harvard Medical School,human_curated
ESPRIT,"",https://ror.org/02y3ad647,University of Florida,human_curated
LitInspector,"",https://ror.org/04y52r328,Genomatix Solutions,by_name
sim4cc,"",https://ror.org/00za53h95,Johns Hopkins University,by_name
LINKDATAGEN,"",https://ror.org/01b6kha49,Walter and Eliza Hall Institute of Medical Research,human_curated
AMAT,"",https://ror.org/01ee9ar58,University of Nottingham,human_curated
OpenEpi,"",https://ror.org/03czfpz43,Emory University,by_name
Tscratch ,cselab/TScratch,https://ror.org/05a28rw58,ETH Zurich,by_name
Phaser,"",https://ror.org/013meh722,University of Cambridge,human_curated
NTAP,"",https://ror.org/02v51f717,Peking University,human_curated
GASV,"",https://ror.org/05gq02987,Brown University,human_curated
FSA,"",https://ror.org/01an7q238,University of California,by_name
SOAPaligner/soap2,"",https://bio.tools/soap,SOAP,human_curated
SICER,"",https://ror.org/00y4zzh67,George Washington University,human_curated
SAMTOOLS,samtools/samtools,https://ror.org/05cy4wa09,Wellcome Trust Sanger Institute,human_curated
Functional Connectivity Toolbox,"",https://ror.org/01an3r305,University of Pittsburgh,human_curated
Hapmix,"",https://ror.org/03wevmz92,Harvard Medical School,human_curated
Pindel,"",https://ror.org/01yc7t268,Washington University School of Medicine in St. Louis,by_name
RNAcompete,"",https://ror.org/03dbr7087,University of Toronto,human_curated
SHRINE,"",https://ror.org/03wevmz92,Harvard Medical School,human_curated
PUMA,"",https://ror.org/027m9bs27,University of Manchester,human_curated
ADMIXTURE,"",https://ror.org/046rm7j60,University of California at Los Angeles,human_curated
Phymm and PhymmBL,"",https://ror.org/047s2c258,University of Maryland,human_curated
IGB,"",https://ror.org/04dawnj30,University of North Carolina at Charlotte,human_curated
DOSY Toolbox,"",https://ror.org/027m9bs27,University of Manchester,human_curated
BREAKDANCER,"",https://ror.org/01yc7t268,Washington University School of Medicine in St. Louis,by_name
OnEx - Ontology Evolution Explorer,"",https://ror.org/03s7gtk40,University of Leipzig,by_name
Diffusion Tractography with Kalman Filter,"",https://ror.org/03wevmz92,Harvard Medical School,human_curated
MultiLoc,"",https://ror.org/03a1kwz48,University of Tubingen,by_name
RMAP,"",https://ror.org/02qz8b764,Cold Spring Harbor Laboratory,human_curated
QuickGO,"",https://ror.org/02catss52,European Bioinformatics Institute,human_curated
Membrane Protein Explorer,"",https://ror.org/04gyf1771,University of California at Irvine,by_name
Reliable detection of directional couplings using rank statistics,"",https://ror.org/04n0g0b29,Pompeu Fabra University,human_curated
MethMarker,"",https://ror.org/01w19ak89,Max-Planck-Institute for Informatics,by_name
Brain Connectivity Toolbox,"",https://ror.org/02k40bc56,Indiana University,human_curated
BASE,"",https://ror.org/012a77v79,Lund University,by_name
Human Imaging Database,"",http://www.nitrc.org/projects/birn,Biomedical Informatics Research Network,human_curated
"Network Analysis, Visualization and Graphing TORonto","",https://ror.org/03dbr7087,University of Toronto,human_curated
STRAP,"",https://ror.org/05qwgg493,Boston University School of Medicine,by_name
TriTrypDB,"",http://ApiDB.org,Eukaryotic Pathogen Database Resources,human_curated
Disease State Prediction,"",https://ror.org/01zkghx44,Georgia Institute of Technology,human_curated
RAMMCAP,"",https://ror.org/0168r3w48,University of California at San Diego,by_name
MicroRazerS,"",https://ror.org/046ak2485,Free University of Berlin,human_curated
Genome Alteration Print,"",https://ror.org/04t0gwh46,Curie Institute,by_name
Gene3D,"",https://ror.org/02jx3x895,University College London,human_curated
MicrobesOnline,"",https://ror.org/02jbv0t02,Lawrence Berkeley National Laboratory,by_name
Eukaryotic Pathogen Database Resources,"",https://ror.org/00te3t702,University of Georgia,human_curated
elastix,"",https://ror.org/04pp8hn57,Utrecht University,by_name
FunSimMat,"",https://ror.org/01w19ak89,Max-Planck-Institute for Informatics,by_name
BreakSeq,"",https://ror.org/03v76x132,Yale University,by_name
PyRosetta,"",https://ror.org/00za53h95,Johns Hopkins University,by_name
MF-GE,"",https://ror.org/0384j8v12,University of Sydney,human_curated
GOblet,"",https://ror.org/03ate3e03,Max Planck Institute for Molecular Genetics,by_name
Skyline,"",https://ror.org/00cvxb145,University of Washington,human_curated
CandiSNPer,"",https://ror.org/01prjcc04,Humboldt University of Berlin,by_name
RECOUNT,"",https://ror.org/01703db54,National Institute of Advanced Industrial Science and Technology,human_curated
Nirfast,"",https://ror.org/049s0rh22,Dartmouth College,by_name
MUlti SImulation Coordinator,"",https://ror.org/02y5xjh56,International Neuroinformatics Coordinating Facility,human_curated
LONI MiND,"",https://ror.org/046rm7j60,David Geffen School of Medicine at UCLA,by_name
Prodigal,hyattpd/Prodigal,https://ror.org/01qz5mb56,Oak Ridge National Laboratory,human_curated
ABSORB: Atlas Building by Self-Organized Registration and Bundling,"",https://ror.org/0130frc33,University of North Carolina at Chapel Hill School of Medicine,by_name
Vaa3D,"",https://ror.org/013sk6x84,Janelia Research,by_name
V3D,"",https://ror.org/013sk6x84,Janelia Research,by_name
ArchSchema,"",https://ror.org/02catss52,European Bioinformatics Institute,human_curated
CoBaltDB,"",https://ror.org/015m7wh34,University of Rennes 1,by_name
Functional Regression Analysis of DTI Tract Statistics,"",https://ror.org/0130frc33,University of North Carolina at Chapel Hill,human_curated
PheWAS R Package,"",https://ror.org/02vm5rt34,Vanderbilt University,human_curated
Stanford Translational Research Integrated Database Environment and Clinical Data Warehouse,"",https://ror.org/00f54p054,Stanford University,human_curated
PolyPhen: Polymorphism Phenotyping,"",https://ror.org/03vek6s52,Harvard University,human_curated
Proteome Commons,"",https://ror.org/00jmfr291,University of Michigan,by_name
AcroMine,"",https://ror.org/027m9bs27,University of Manchester,human_curated
PheKB,"",https://ror.org/02vm5rt34,Vanderbilt University,human_curated
CCAT,"",https://ror.org/05k8wg936,Genome Institute of Singapore,by_name
cd-hit-454,"",https://ror.org/0168r3w48,University of California at San Diego,by_name
JISTIC,"",https://ror.org/00hj8s172,Columbia University,human_curated
MochiView,"",https://ror.org/043mz5j54,University of California at San Francisco,by_name
BS Seeker,"",https://ror.org/046rm7j60,University of California at Los Angeles,human_curated
PEDHUNTER,"",https://bio.tools/ncbi_resources,NCBI,human_curated
Genomedata,"",https://ror.org/00cvxb145,University of Washington,human_curated
GREAT: Genomic Regions Enrichment of Annotations Tool,"",https://ror.org/03mtd9a03,Stanford University School of Medicine,human_curated
Scripture,"",https://ror.org/05a0ya142,Broad Institute,human_curated
caTIES - Cancer Text Information Extraction System,"",https://ror.org/01an3r305,University of Pittsburgh School of Medicine,by_name
MagicViewer,"",https://ror.org/00rd5t069,Wenzhou Medical University,by_name
Dali Server,"",https://ror.org/040af2s02,University of Helsinki,by_name
BISMA,"",https://ror.org/02yrs2n53,Jacobs University Bremen,by_name
GSA-SNP,"",https://ror.org/017xnm587,Soongsil University,human_curated
YLoc,"",https://ror.org/03a1kwz48,University of Tubingen,by_name
HOMER,"",https://ror.org/0168r3w48,University of California at San Diego,by_name
AltAnalyze - Alternative Splicing Analysis Tool,"",https://ror.org/043mz5j54,University of California at San Francisco,by_name
VARiD,"",https://ror.org/03dbr7087,University of Toronto,human_curated
SPEX2,"",https://ror.org/05x2bcf33,Carnegie Mellon University,by_name
SOPRA,"",https://ror.org/05vt9qd57,Rutgers University,human_curated
GeneMANIA,"",https://ror.org/03dbr7087,University of Toronto,human_curated
Pathbase,"",https://ror.org/013meh722,University of Cambridge,human_curated
Network Based Statistic Toolbox,"",https://ror.org/01ej9dk98,University of Melbourne,human_curated
METAL,"",https://ror.org/00jmfr291,University of Michigan,by_name
RNAcontext,"",https://ror.org/03dbr7087,University of Toronto,human_curated
ADJUST,"",https://ror.org/02vjkv261,National Institute of Health and Medical Research,human_curated
NUPACK,"",https://ror.org/05dxps055,California Institute of Technology,by_name
Rank Rank Hypergeometric Overlap,"",https://ror.org/046rm7j60,University of California at Los Angeles,human_curated
Code Analysis Repository and Modelling for e-Neuroscience,"",https://ror.org/01kj2bm70,Newcastle University,human_curated
Foldit,"",https://ror.org/00cvxb145,University of Washington,human_curated
PeakAnalyzer,"",https://ror.org/02catss52,European Bioinformatics Institute,human_curated
TREES toolbox,"",https://ror.org/02jx3x895,University College London,human_curated
Myrna,BenLangmead/myrna,https://ror.org/00za53h95,Johns Hopkins University,by_name
ChEA,"",https://ror.org/04a9tmd77,Icahn School of Medicine at Mount Sinai,human_curated
MAGENTA,"",https://ror.org/05a0ya142,Broad Institute,human_curated
GASSST,"",https://ror.org/015m7wh34,University of Rennes 1,by_name
MapSplice,"",https://ror.org/02k3smh20,University of Kentucky,human_curated
OpenMEEG,"",https://ror.org/02kvxyf05,National Institute for Research in Computer Science and Control,human_curated
is-rSNP,"",https://ror.org/01ej9dk98,University of Melbourne,human_curated
Utopia Docs,"",https://ror.org/027m9bs27,University of Manchester,human_curated
MethodBox,"",https://ror.org/027m9bs27,University of Manchester,human_curated
ANTS - Advanced Normalization ToolS,"",https://ror.org/00b30xv10,University of Pennsylvania,human_curated
SeqEM,"",https://ror.org/02dgjyy92,University of Miami Miller School of Medicine,by_name
SLOPE,"",https://ror.org/03r0ha626,University of Utah,human_curated
LONI Provenance Editor,"",http://www.nitrc.org/projects/loni,Laboratory of Neuro Imaging,human_curated
ANTIGENpro,"",https://ror.org/04gyf1771,University of California at Irvine,by_name
SToRM,"",https://ror.org/002t25c44,University Lille 1 - Sciences and Technologies,by_name
MethylViewer,"",https://ror.org/024mrxd33,University of Leeds,human_curated
Mycobrowser,"",https://ror.org/02s376052,Swiss Federal Institute of Technology Lausanne,by_name
DINDEL,"",https://ror.org/05cy4wa09,Wellcome Trust Sanger Institute,human_curated
Pplacer,"",https://www.fhcc.org/?_gl=1%2A1ewelpw%2A_ga%2AMTY0NDY4MTI0LjE2NTg5NDc1OTQ.%2A_ga_CMZTF4L2MS%2AMTY1ODk0NzU5NC4xLjEuMTY1ODk0ODUyNy4w,Fred Hutchinson Cancer Center,human_curated
MAVEN,"",https://ror.org/00hx57361,Princeton University,by_name
MACH 1.0,"",https://ror.org/00jmfr291,University of Michigan,by_name
Mach2dat,"",https://ror.org/00jmfr291,University of Michigan,by_name
MACH,"",https://ror.org/00jmfr291,University of Michigan,by_name
Project HOPE,"",https://ror.org/016xsfp80,Radboud University,human_curated
NEUMA,"",https://ror.org/03ep23f07,Korea Research Institute of Bioscience and Biotechnology,by_name
Pathway Commons,"",https://ror.org/03dbr7087,University of Toronto,human_curated
GimmeMotifs,"",https://ror.org/016xsfp80,Radboud University,human_curated
CopySeq,"",https://ror.org/010jaxs89,European Molecular Biology Laboratory,by_name
SAMStat,"",https://ror.org/02j6c0d67,RIKEN Yokohama Institute,by_name
GPU-BLAST,"",https://ror.org/05x2bcf33,Carnegie Mellon University,by_name
Viking Viewer for Connectomics,"",https://ror.org/03r0ha626,University of Utah,human_curated
Time-resolved and time-scale adaptive measures of spike train synchrony,"",https://ror.org/04n0g0b29,Pompeu Fabra University,human_curated
NGSQC,"",https://ror.org/00jmfr291,University of Michigan,by_name
GramCluster,"",https://ror.org/043mer456,University of Nebraska,human_curated
Mouse BIRN Atlasing Toolkit,"",http://www.nitrc.org/projects/loni,Laboratory of Neuro Imaging,human_curated
ALLPATHS-LG,"",https://ror.org/05a0ya142,Broad Institute,human_curated
LAST,"",https://ror.org/01703db54,National Institute of Advanced Industrial Science and Technology,human_curated
Semantic Automated Discovery and Integration,"",https://ror.org/03rmrcq20,University of British Columbia,by_name
bamova,"",https://ror.org/01485tq96,University of Wyoming,human_curated
Jellyfish,"",https://ror.org/047s2c258,University of Maryland,human_curated
MSG,"",https://ror.org/00hx57361,Princeton University,by_name
CRAM,"",https://ror.org/02catss52,European Bioinformatics Institute,human_curated
BioImage Suite,"",https://ror.org/03v76x132,Yale University,by_name
FieldTrip,"",https://ror.org/016xsfp80,Radboud University,human_curated
VennDiagram,"",http://cran.r-project.org/mirrors.html,CRAN,human_curated
PiNGO,"",https://ror.org/00cv9y106,Ghent University,by_name
SHRiMP,"",https://ror.org/03dbr7087,University of Toronto,human_curated
PHAST,"",https://ror.org/05bnh6r87,Cornell University,human_curated
RAIphy,"",https://ror.org/043mer456,University of Nebraska,human_curated
PEER,PMBio/peer/wiki,https://ror.org/05cy4wa09,Wellcome Trust Sanger Institute,human_curated
StRAnGER,"",https://ror.org/033m02g29,National Hellenic Research Foundation,human_curated
SINOMO,"",https://ror.org/01kj2bm70,Newcastle University,human_curated
RSEG,"",https://ror.org/03taz7m60,University of Southern California,human_curated
Diffusional Kurtosis Estimator,"",https://ror.org/012jban78,Medical University of South Carolina,by_name
CellProfiler Image Analysis Software,"",https://ror.org/05a0ya142,Broad Institute,human_curated
aCGH.Spline,"",http://cran.r-project.org/mirrors.html,CRAN,human_curated
AbundanceBin,"",https://ror.org/02k40bc56,Indiana University,human_curated
PRIMEGENS,"",https://ror.org/02ymw8z06,University of Missouri,by_name
MorphoJ,"",https://ror.org/027m9bs27,University of Manchester,human_curated
Statistics Online Computational Resource,"",https://ror.org/046rm7j60,University of California at Los Angeles,human_curated
fMRI Artefact rejection and Sleep Scoring Toolbox,"",https://ror.org/00afp2z80,University of Liege,by_name
Coral,"",https://ror.org/040af2s02,University of Helsinki,by_name
HUBzero,"",https://ror.org/01kg8sb98,Indiana University School of Medicine,by_name
GATK,"",https://ror.org/05a0ya142,Broad Institute,human_curated
Bismark,FelixKrueger/Bismark,https://ror.org/01d5qpn59,Babraham Institute,human_curated
Biomedical Informatics Research Network,"",https://ror.org/03taz7m60,University of Southern California,human_curated
Leiden Open Variation Database,"",https://ror.org/027bh9e22,Leiden University,human_curated
ShoRAH,"",https://ror.org/05a28rw58,ETH Zurich,by_name
GISTIC,"",https://ror.org/042nb2s44,Massachusetts Institute of Technology,human_curated
PathSeq,"",https://ror.org/05a0ya142,Broad Institute,human_curated
Neural Circuit Tracer,"",https://ror.org/04t5xt781,Northeastern University,human_curated
STRUCTURE,"",https://ror.org/00f54p054,Stanford University,human_curated
Brainstorm,"",https://ror.org/03taz7m60,University of Southern California,human_curated
Hmmer,"",https://ror.org/013sk6x84,Janelia Research,by_name
RNAplex,"",https://ror.org/03s7gtk40,University of Leipzig,by_name
ESPRIT-Tree,"",https://ror.org/02y3ad647,University of Florida,human_curated
CNVassoc,"",http://cran.r-project.org/mirrors.html,CRAN,human_curated
Illuminator,"",https://ror.org/024mrxd33,University of Leeds,human_curated
Btrim,"",https://ror.org/01hpqfm28,Yale School of Medicine,by_name
piCALL,"",https://ror.org/02dxx6824,Scripps Research Institute,human_curated
nucleR,"",https://ror.org/021018s57,University of Barcelona,by_name
PSCBS,"",https://ror.org/043mz5j54,University of California at San Francisco,by_name
CREST,"",https://ror.org/04p491231,Pennsylvania State University,human_curated
Hammer,"",https://ror.org/0168r3w48,University of California at San Diego,by_name
GrowthToolbox,"",https://ror.org/026k5mg93,University of East Anglia,by_name
Yandell Lab Portal,"",https://ror.org/03r0ha626,University of Utah,human_curated
NeuroSynth,"",https://ror.org/00hj54h04,University of Texas at Austin,by_name
Connectome Viewer,"","http://www.cmtk.org/, http://www.connectome.ch/",Connectome Mapping Toolkit,human_curated
easyGV,"",https://ror.org/052gg0110,University of Oxford,human_curated
KOBAS,"",https://ror.org/02v51f717,Peking University,human_curated
PSICQUIC Registry,"",https://ror.org/02catss52,European Bioinformatics Institute,human_curated
DOTS WM tract segmentation,"",https://ror.org/00za53h95,Johns Hopkins University,by_name
Simple Neurite Tracer,fiji/Simple_Neurite_Tracer/releases/tag/Simple_Neurite_Tracer-3.1.3,https://ror.org/01nrxwf90,University of Edinburgh,by_name
Birdseed,"",https://ror.org/05a0ya142,Broad Institute,human_curated
phenomeNET,"",https://ror.org/013meh722,University of Cambridge,human_curated
KNOSSOS,"",https://ror.org/000bxzc63,Max Planck Institute for Medical Research,by_name
EYE-EEG (combined eye-tracking & EEG),"",https://ror.org/01prjcc04,Humboldt University of Berlin,by_name
EPILAB,"",https://ror.org/04z8k9a98,University of Coimbra,human_curated
BEERS,"",https://ror.org/041phzg73,University of Pennsylvania Perelman School of Medicine,human_curated
ZINBA,"",https://ror.org/0130frc33,University of North Carolina at Chapel Hill,human_curated
ContEst,"",https://ror.org/05a0ya142,Broad Institute,human_curated
MABMIS: Multi-Atlas Based Multi-Image Segmentation,"",https://ror.org/0130frc33,University of North Carolina at Chapel Hill School of Medicine,by_name
RSEM,deweylab/RSEM,https://ror.org/01y2jtd41,University of Wisconsin-Madison,human_curated
BFCounter,pmelsted/BFCounter,https://ror.org/00f54p054,Stanford University,human_curated
TopHat-Fusion,"",https://ror.org/047s2c258,University of Maryland,human_curated
asSeq,"",https://ror.org/0130frc33,University of North Carolina at Chapel Hill,human_curated
PARalyzer,"",https://ror.org/00py81415,Duke University,by_name
Knowledge Engineering from Experimental Design,"",http://www.nitrc.org/projects/birn,Biomedical Informatics Research Network,human_curated
Bioscholar,"",https://ror.org/03taz7m60,University of Southern California,human_curated
Cistrome,"",https://ror.org/03vek6s52,Harvard University,human_curated
CloVR,"",https://ror.org/047s2c258,University of Maryland,human_curated
FISH Oracle,"",https://ror.org/00g30e956,University of Hamburg,by_name
SpliceTrap,"",https://ror.org/02qz8b764,Cold Spring Harbor Laboratory,human_curated
Nipype,"",http://www.nitrc.org/projects/nipy-community http://www.nitrc.org/projects/nipype,Neuroimaging in Python,human_curated
FLASH,"",https://ror.org/00za53h95,Johns Hopkins University,by_name
Velvet-SC,"",https://ror.org/0168r3w48,University of California at San Diego,by_name
REST: a toolkit for resting-state fMRI,"",https://ror.org/022k4wk35,Beijing Normal University,human_curated
FSL,"",https://ror.org/052gg0110,University of Oxford,human_curated
SYZYGY,"",https://ror.org/05a0ya142,Broad Institute,human_curated
RaptorX,"",https://ror.org/024mw5h28,University of Chicago,human_curated
MetaPhyler,"",https://ror.org/047s2c258,University of Maryland,human_curated
Oscar3,"",https://ror.org/013meh722,University of Cambridge,human_curated
PoissonSeq,"",https://ror.org/00f54p054,Stanford University,human_curated
TRACULA,"",https://ror.org/03wevmz92,Harvard Medical School,human_curated
Segtools,"",https://ror.org/00cvxb145,University of Washington,human_curated
MEGSIM,"",https://ror.org/032cjfs80,Mind Research Network,human_curated
Simbios,"",https://ror.org/00f54p054,Stanford University,human_curated
OpenSesame,"",https://ror.org/03dpjfc73,VU University,by_name
mutationSeq,"",https://ror.org/03sfybe47,BC Cancer Agency,human_curated
InterPro,"",https://ror.org/02catss52,European Bioinformatics Institute,human_curated
SysCall,"",https://ror.org/01an7q238,University of California,by_name
Database Enabled Code for Ideal Probe Hybridization Employing R,"",https://ror.org/01y2jtd41,University of Wisconsin-Madison,human_curated
BSMac,"",https://ror.org/03czfpz43,Emory University,by_name
National Center for Integrative Biomedical Informatics,"",https://ror.org/00jmfr291,University of Michigan,by_name
AbundantOTU+,"",https://ror.org/02k40bc56,Indiana University,human_curated
MetaQC,donkang34/MetaQC,http://cran.r-project.org/mirrors.html,CRAN,human_curated
Stem Cell Discovery Engine,"",https://ror.org/0300yd604,Harvard T.H. Chan School of Public Health,by_name
SLIDE,"",https://ror.org/01an7q238,University of California,by_name
ccPDB - Compilation and Creation of datasets from PDB,"",https://ror.org/055rjs771,Institute of Microbial Technology,human_curated
MIRIAM Resources,"",https://ror.org/02catss52,European Bioinformatics Institute,human_curated
openBIS,"",https://ror.org/05a28rw58,ETH Zurich,by_name
SomaticSniper,"",https://ror.org/01yc7t268,Washington University in St. Louis,human_curated
RSAT peak-motifs,"",https://ror.org/02vpfbn76,Free University of Brussels,by_name
Plantagora,"",https://ror.org/03m2x1q45,University of Arizona,human_curated
NanoStriDE,"",https://ror.org/03s65by71,University of California at Santa Cruz,human_curated
MeQA,"",https://ror.org/03rc6as71,Tongji University,by_name
ART,"",https://ror.org/00j4k1h63,National Institute of Environmental Health Sciences,human_curated
GeneProf,"",https://ror.org/01nrxwf90,University of Edinburgh,by_name
MODENT - A Tool For Reconstructing Gene Regulatory Networks,"",https://ror.org/04mhzgx49,Tel Aviv University,by_name
3DBar,"",https://ror.org/04waf7p94,Nencki Institute of Experimental Biology,by_name
CATCHprofiles,"",https://ror.org/016xsfp80,Radboud University,human_curated
Atlas2,"",https://ror.org/005781934,Baylor University,human_curated
FreeSurfer,"",https://ror.org/03vek6s52,Harvard University,human_curated
CAROL,"",https://ror.org/05cy4wa09,Wellcome Trust Sanger Institute,human_curated
Integrative Modeling Platform,"",https://ror.org/043mz5j54,University of California at San Francisco,by_name
KESM brain atlas,"",https://ror.org/01f5ytq51,Texas A and M University,by_name
DRIFTER,"",https://ror.org/020hwjq30,Aalto University,by_name
JointSNVMix,"",https://ror.org/03sfybe47,BC Cancer Agency,human_curated
SOAP3,"",https://bio.tools/soap,SOAP,human_curated
MORGAN,"",https://ror.org/00cvxb145,University of Washington,human_curated
pymzML,"",https://ror.org/00pd74e08,University of Munster,by_name
ShapeComplexAtlas,"",https://ror.org/02y3ad647,University of Florida,human_curated
LORIS - Longitudinal Online Research and Imaging System,"",https://ror.org/01pxwe438,McGill University,human_curated
Yabi,"",https://ror.org/00r4sry34,Murdoch University,human_curated
NRDR,"",https://ror.org/036rp1748,University of Sao Paulo,human_curated
TaLasso,"",https://ror.org/01cby8j38,Autonomous University of Madrid,by_name
Functional Image Processing software Computational Olio,"",https://ror.org/05x2bcf33,Carnegie Mellon University,by_name
VoxBo,"",http://www.nitrc.org/projects/neurodebian,neurodebian,human_curated
neuroVIISAS,"",https://ror.org/03zdwsf69,University of Rostock,human_curated
GoBean - a Java application for Gene Ontology enrichment analysis,"",https://ror.org/03ryywt80,Gachon University of Medicine and Science,by_name
RINS,"",https://ror.org/03mtd9a03,Stanford University School of Medicine,human_curated
BEBaC,"",https://ror.org/040af2s02,University of Helsinki,by_name
Fulcrum,"",https://ror.org/03mtd9a03,Stanford University School of Medicine,human_curated
MAnorm,"",https://ror.org/02jzgtq86,Dana-Farber Cancer Institute,human_curated
Nifti-Importer for WEKA,"",https://ror.org/01rdrb571,Philipps-University Marburg,by_name
JETTA,"",https://ror.org/00f54p054,Stanford University,human_curated
Tablet,"",https://ror.org/03rzp5127,James Hutton Institute,by_name
GASVPro,"",https://ror.org/05gq02987,Brown University,human_curated
CompuCell3D,"",https://ror.org/02k40bc56,Indiana University,human_curated
MapAl,"",https://ror.org/057ff4y42,University of Natural Resources and Life Sciences,by_name
Pipeline System for Octave and Matlab,"",https://ror.org/0161xgx34,University of Montreal,human_curated
MAP,"",https://ror.org/02v51f717,Peking University,human_curated
JBrowse,"",https://ror.org/05a0ya142,Broad Institute,human_curated
lobSTR,"",https://ror.org/042nb2s44,Massachusetts Institute of Technology,human_curated
SVseq,"",https://ror.org/02der9h97,University of Connecticut,by_name
RNA-SeQC,"",https://ror.org/05a0ya142,Broad Institute,human_curated
ABSOLUTE,"",https://ror.org/05a0ya142,Broad Institute,human_curated
SINA,"",https://ror.org/02385fa51,Max Planck Institute for Marine Microbiology,human_curated
BreakFusion,"",https://ror.org/04twxam07,University of Texas MD Anderson Cancer Center,human_curated
MultiPhen,"",http://cran.r-project.org/mirrors.html,CRAN,human_curated
GeneCodis,"",https://ror.org/02gfc7t72,Spanish National Research Council,by_name
iFad,"",https://ror.org/01hpqfm28,Yale School of Medicine,by_name
Strelka,"",https://ror.org/05k34t975,Illumina,human_curated
DONE: Detection of Outlier NEurons,"",https://ror.org/01kj2bm70,Newcastle University,human_curated
UMD p53 Mutation Database,"",https://ror.org/056d84691,Karolinska Institute,by_name
lapdftext,"",https://ror.org/03taz7m60,University of Southern California,human_curated
CONN,"",https://ror.org/042nb2s44,Massachusetts Institute of Technology,human_curated
DIStributions of SPINEs,"",https://ror.org/03n6nwv02,Polytechnic University of Madrid,by_name
GalaxyWEB,"",https://ror.org/04h9pn542,Seoul National University,by_name
EEGVIS,"",https://ror.org/01kd65564,University of Texas at San Antonio,human_curated
DiNuP,"",https://ror.org/03rc6as71,Tongji University,by_name
Tree and reticulogram REConstruction,"",https://ror.org/010gxg263,University of Quebec in Montreal,by_name
Open PHACTS,"",https://ror.org/03prydq77,University of Vienna,by_name
NeuronVisio,"",https://ror.org/02catss52,European Bioinformatics Institute,human_curated
VARIANT,"",https://ror.org/05xr2yq54,Principe Felipe Research Centre,human_curated
MetaLocGramN,"",https://ror.org/01y3dkx74,International Institute of Molecular and Cell Biology,by_name
ViBE-Z,"",https://ror.org/0245cg223,University of Freiburg,by_name
miRCode,"",https://ror.org/03s65by71,University of California at Santa Cruz,human_curated
TrakEM2,"",https://ror.org/02crff812,University of Zurich,by_name
Primer3,"",https://ror.org/03z77qz90,University of Tartu,by_name
Fiji,fiji/fiji,https://ror.org/05b8d3w18,Max Planck Institute of Molecular Cell Biology and Genetics,human_curated
icy,"",https://ror.org/00akhwn95,Pasteur Institute,by_name
nFuse,"",https://ror.org/0213rcc28,Simon Fraser University,human_curated
