software_name,github_slug,ror_id,org_name,extraction_methods
Code Analysis Repository and Modelling for e-Neuroscience,,https://ror.org/01kj2bm70,Newcastle University; Newcastle upon Tyne; United Kingdom,human_curated
Foldit,,https://ror.org/00cvxb145,University of Washington; Seattle; USA,human_curated
PeakAnalyzer,,https://ror.org/02catss52,European Bioinformatics Institute,human_curated
TREES toolbox,,https://ror.org/02jx3x895,University College London; London; United Kingdom,human_curated
Myrna,BenLangmead/myrna,https://ror.org/00za53h95,Johns Hopkins University; Maryland; USA,by_name
ChEA,,https://ror.org/04a9tmd77,Icahn School of Medicine at Mount Sinai; New York; USA,human_curated
MAGENTA,,https://ror.org/05a0ya142,Broad Institute,human_curated
GASSST,,https://ror.org/015m7wh34,University of Rennes 1; Rennes; France,by_name
MapSplice,,https://ror.org/02k3smh20,University of Kentucky; Kentucky; USA,human_curated
OpenMEEG,,https://ror.org/02kvxyf05,National Institute for Research in Computer Science and Control; Brittany; France,human_curated
is-rSNP,,https://ror.org/01ej9dk98,University of Melbourne; Victoria; Australia,human_curated
Utopia Docs,,https://ror.org/027m9bs27,University of Manchester; Manchester; United Kingdom,human_curated
MethodBox,,https://ror.org/027m9bs27,University of Manchester; Manchester; United Kingdom,human_curated
ANTS - Advanced Normalization ToolS,,https://ror.org/00b30xv10,University of Pennsylvania; Philadelphia; USA,human_curated
SeqEM,,https://ror.org/02dgjyy92,University of Miami Miller School of Medicine; Florida; USA,by_name
SLOPE,,https://ror.org/03r0ha626,University of Utah; Utah; USA,human_curated
LONI Provenance Editor,,https://ror.org/0561waf62,Laboratory of Neuro Imaging,by_name
ANTIGENpro,,https://ror.org/04gyf1771,University of California at Irvine; California; USA,by_name
SToRM,,https://ror.org/002t25c44,University Lille 1 - Sciences and Technologies; Lille; France,by_name
MP-EST,,https://ror.org/00njsd438,Google Code,by_name
MethylViewer,,https://ror.org/024mrxd33,University of Leeds; West Yorkshire; United Kingdom,human_curated
Spatially unbiased atlas template of the cerebellum and brainstem,,https://ror.org/02495e989,UCL Motor Control Group,by_name
Mycobrowser,,https://ror.org/02s376052,Swiss Federal Institute of Technology Lausanne,by_name
DINDEL,,https://ror.org/05cy4wa09,Wellcome Trust Sanger Institute; Hinxton; United Kingdom,human_curated
Stampy,,https://ror.org/01rjnta51,Wellcome Trust Centre for Human Genetics,by_name
Pplacer,,https://ror.org/007ps6h72,Fred Hutchinson Cancer Center,by_name
MAVEN,eugenemel/maven/releases,https://ror.org/00hx57361,Princeton University; New Jersey; USA,by_name
MACH 1.0,,https://ror.org/00jmfr291,University of Michigan; Ann Arbor; USA,by_name
Mach2dat,,https://ror.org/00jmfr291,University of Michigan; Ann Arbor; USA,by_name
MACH,,https://ror.org/00jmfr291,University of Michigan; Ann Arbor; USA,by_name
Project HOPE,,https://ror.org/016xsfp80,Radboud University; Nijmegen; The Netherlands,human_curated
NEUMA,,https://ror.org/03ep23f07,Korea Research Institute of Bioscience and Biotechnology; Daejeon; South Korea,by_name
Pathway Commons,,https://ror.org/03dbr7087,University of Toronto; Ontario; Canada,human_curated
GimmeMotifs,,https://ror.org/016xsfp80,Radboud University; Nijmegen; The Netherlands,human_curated
CopySeq,,https://ror.org/010jaxs89,European Molecular Biology Laboratory,by_name
SAMStat,,https://ror.org/02j6c0d67,RIKEN Yokohama Institute; Kanagawa; Japan,by_name
GPU-BLAST,,https://ror.org/05x2bcf33,Carnegie Mellon University; Pennsylvania; USA,by_name
Viking Viewer for Connectomics,,https://ror.org/03r0ha626,University of Utah; Utah; USA,human_curated
Time-resolved and time-scale adaptive measures of spike train synchrony,,https://ror.org/04n0g0b29,Pompeu Fabra University; Barcelona; Spain,human_curated
NGSQC,,https://ror.org/00jmfr291,University of Michigan; Ann Arbor; USA,by_name
GramCluster,,https://ror.org/043mer456,University of Nebraska; Nebraska; USA,human_curated
Mouse BIRN Atlasing Toolkit,,https://ror.org/0561waf62,Laboratory of Neuro Imaging,by_name
ALLPATHS-LG,,https://ror.org/05a0ya142,Broad Institute,human_curated
LAST,,https://ror.org/01703db54,National Institute of Advanced Industrial Science and Technology,human_curated
Semantic Automated Discovery and Integration,,https://ror.org/03rmrcq20,University of British Columbia; British Columbia; Canada,by_name
bamova,,https://ror.org/01485tq96,University of Wyoming; Wyoming; USA,human_curated
CellML Model Repository,,https://ror.org/006cta510,CellML,by_name
Jellyfish,,https://ror.org/047s2c258,University of Maryland; Maryland; USA,human_curated
MSG,,https://ror.org/00hx57361,Princeton University; New Jersey; USA,by_name
CRAM,,https://ror.org/02catss52,European Bioinformatics Institute,human_curated
BioImage Suite,,https://ror.org/03v76x132,Yale University; Connecticut; USA,by_name
FieldTrip,,https://ror.org/016xsfp80,Radboud University; Nijmegen; The Netherlands,human_curated
PoPoolation,,https://ror.org/00njsd438,Google Code,by_name
PoolHap,Gregor-Mendel-Institute/poolhap,https://ror.org/00njsd438,Google Code,by_name
VennDiagram,,https://ror.org/022r5hc56,CRAN,by_name
PiNGO,,https://ror.org/00cv9y106,Ghent University; Ghent; Belgium,by_name
SHRiMP,,https://ror.org/03dbr7087,University of Toronto; Ontario; Canada,human_curated
PHAST,,https://ror.org/05bnh6r87,Cornell University; New York; USA,human_curated
RAIphy,,https://ror.org/043mer456,University of Nebraska; Nebraska; USA,human_curated
PEER,PMBio/peer/wiki,https://ror.org/05cy4wa09,Wellcome Trust Sanger Institute; Hinxton; United Kingdom,human_curated
StRAnGER,,https://ror.org/033m02g29,National Hellenic Research Foundation,human_curated
SINOMO,,https://ror.org/01kj2bm70,Newcastle University; Newcastle upon Tyne; United Kingdom,human_curated
RSEG,,https://ror.org/03taz7m60,University of Southern California; Los Angeles; USA,human_curated
Diffusional Kurtosis Estimator,,https://ror.org/012jban78,Medical University of South Carolina; South Carolina; USA,by_name
SearchGUI,,https://ror.org/00njsd438,Google Code,by_name
CellProfiler Image Analysis Software,,https://ror.org/05a0ya142,Broad Institute,human_curated
aCGH.Spline,,https://ror.org/022r5hc56,CRAN,by_name
AbundanceBin,,https://ror.org/02k40bc56,Indiana University; Indiana; USA,human_curated
compomics-utilities,,https://ror.org/00njsd438,Google Code,by_name
PRIMEGENS,,https://ror.org/02ymw8z06,University of Missouri; Missouri; USA,by_name
MorphoJ,,https://ror.org/027m9bs27,University of Manchester; Manchester; United Kingdom,human_curated
Statistics Online Computational Resource,,https://ror.org/046rm7j60,University of California at Los Angeles; California; USA,human_curated
fMRI Artefact rejection and Sleep Scoring Toolbox,,https://ror.org/00afp2z80,University of Liege; Wallonia; Belgium,by_name
Coral,,https://ror.org/040af2s02,University of Helsinki; Helsinki; Finland,by_name
HUBzero,,https://ror.org/01kg8sb98,Indiana University School of Medicine; Indiana; USA,by_name
GATK,,https://ror.org/05a0ya142,Broad Institute,human_curated
Bismark,FelixKrueger/Bismark,https://ror.org/01d5qpn59,Babraham Institute,human_curated
MiRPara,,https://ror.org/00njsd438,Google Code,by_name
Biomedical Informatics Research Network,,https://ror.org/03taz7m60,University of Southern California; Los Angeles; USA,human_curated
Leiden Open Variation Database,,https://ror.org/027bh9e22,Leiden University; Leiden; Netherlands,human_curated
ShoRAH,,https://ror.org/05a28rw58,ETH Zurich; Zurich; Switzerland,by_name
GISTIC,,https://ror.org/042nb2s44,Massachusetts Institute of Technology; Massachusetts; USA,human_curated
PathSeq,,https://ror.org/05a0ya142,Broad Institute,human_curated
Neural Circuit Tracer,,https://ror.org/04t5xt781,Northeastern University; Massachusetts; USA,human_curated
ComB,,https://ror.org/00njsd438,Google Code,by_name
STRUCTURE,,https://ror.org/00f54p054,Stanford University; Stanford; California,human_curated
Brainstorm,brainstorm-tools/brainstorm3,https://ror.org/03taz7m60,University of Southern California; Los Angeles; USA,human_curated
Hmmer,,https://ror.org/013sk6x84,Janelia Research,by_name
RNAplex,,https://ror.org/03s7gtk40,University of Leipzig; Saxony; Germany,by_name
ESPRIT-Tree,,https://ror.org/02y3ad647,University of Florida; Florida; USA,human_curated
CNVassoc,,https://ror.org/022r5hc56,CRAN,by_name
Illuminator,,https://ror.org/024mrxd33,University of Leeds; West Yorkshire; United Kingdom,human_curated
g:Profiler,,https://ror.org/00qbzpp62,BIIT - Bioinformatics Algorithmics and Data Mining Group,by_name
Btrim,,https://ror.org/01hpqfm28,Yale School of Medicine; Connecticut; USA,by_name
piCALL,,https://ror.org/02dxx6824,Scripps Research Institute,human_curated
nucleR,,https://ror.org/021018s57,University of Barcelona; Barcelona; Spain,by_name
PSCBS,,https://ror.org/043mz5j54,University of California at San Francisco; California; USA,by_name
CREST,,https://ror.org/04p491231,Pennsylvania State University,human_curated
jMHC,,https://ror.org/00njsd438,Google Code,by_name
Hammer,,https://ror.org/0168r3w48,University of California at San Diego; California; USA,by_name
GrowthToolbox,,https://ror.org/026k5mg93,University of East Anglia; Norwich; United Kingdom,by_name
Yandell Lab Portal,,https://ror.org/03r0ha626,University of Utah; Utah; USA,human_curated
NeuroSynth,tyarkoni/neurosynth,https://ror.org/00hj54h04,University of Texas at Austin; Texas; USA,by_name
Connectome Viewer,,https://ror.org/02k4pxv54,Connectome Mapping Toolkit,by_name
thermo-msf-parser,,https://ror.org/00njsd438,Google Code,by_name
easyGV,,https://ror.org/052gg0110,University of Oxford; Oxford; United Kingdom,human_curated
KOBAS,,https://ror.org/02v51f717,Peking University; Beijing; China,human_curated
PSICQUIC Registry,,https://ror.org/01v676463,HUPO Proteomics Standards Initiative,by_name
PSICQUIC Registry,,https://ror.org/02catss52,European Bioinformatics Institute,human_curated
DOTS WM tract segmentation,,https://ror.org/00za53h95,Johns Hopkins University; Maryland; USA,by_name
Simple Neurite Tracer,fiji/Simple_Neurite_Tracer/releases/tag/Simple_Neurite_Tracer-3.1.3,https://ror.org/01nrxwf90,University of Edinburgh; Scotland; United Kingdom,by_name
Birdseed,,https://ror.org/05a0ya142,Broad Institute,human_curated
phenomeNET,,https://ror.org/013meh722,University of Cambridge; Cambridge; United Kingdom,human_curated
KNOSSOS,,https://ror.org/000bxzc63,Max Planck Institute for Medical Research; Heidelberg; Germany,by_name
EYE-EEG (combined eye-tracking & EEG),,https://ror.org/01prjcc04,Humboldt University of Berlin; Berlin; Germany,by_name
Group ICA Of EEG Toolbox,,https://ror.org/01r0cs760,MIALAB - Medical Image Analysis Lab,by_name
EPILAB,,https://ror.org/04z8k9a98,University of Coimbra; Coimbra; Portugal,human_curated
BEERS,,https://ror.org/041phzg73,University of Pennsylvania Perelman School of Medicine; Pennsylvania; USA,human_curated
ZINBA,,https://ror.org/0130frc33,University of North Carolina at Chapel Hill; North Carolina; USA,human_curated
RseqFlow,,https://ror.org/00njsd438,Google Code,by_name
ContEst,,https://ror.org/05a0ya142,Broad Institute,human_curated
MABMIS: Multi-Atlas Based Multi-Image Segmentation,,https://ror.org/0130frc33,University of North Carolina at Chapel Hill School of Medicine; North Carolina; USA,by_name
RSEM,deweylab/RSEM,https://ror.org/01y2jtd41,University of Wisconsin-Madison; Wisconsin; USA,human_curated
BFCounter,pmelsted/BFCounter,https://ror.org/00f54p054,Stanford University; Stanford; California,human_curated
TopHat-Fusion,,https://ror.org/047s2c258,University of Maryland; Maryland; USA,human_curated
asSeq,,https://ror.org/0130frc33,University of North Carolina at Chapel Hill; North Carolina; USA,human_curated
Bpredictor,,https://ror.org/00njsd438,Google Code,by_name
PARalyzer,,https://ror.org/00py81415,Duke University; North Carolina; USA,by_name
Knowledge Engineering from Experimental Design,,https://ror.org/02y3cnq68,Biomedical Informatics Research Network,by_name
Bioscholar,,https://ror.org/03taz7m60,University of Southern California; Los Angeles; USA,human_curated
Cistrome,,https://ror.org/03vek6s52,Harvard University; Cambridge; United States,human_curated
CloVR,,https://ror.org/047s2c258,University of Maryland; Maryland; USA,human_curated
FISH Oracle,,https://ror.org/00g30e956,University of Hamburg; Hamburg; Germany,by_name
SpliceTrap,,https://ror.org/02qz8b764,Cold Spring Harbor Laboratory,human_curated
Nipype,,https://ror.org/05kgbsy64,Neuroimaging in Python,by_name
FLASH,,https://ror.org/00za53h95,Johns Hopkins University; Maryland; USA,by_name
Velvet-SC,,https://ror.org/0168r3w48,University of California at San Diego; California; USA,by_name
REST: a toolkit for resting-state fMRI,,https://ror.org/022k4wk35,Beijing Normal University; Beijing; China,human_curated
FSL,,https://ror.org/052gg0110,University of Oxford; Oxford; United Kingdom,human_curated
SYZYGY,,https://ror.org/05a0ya142,Broad Institute,human_curated
Knime4Bio,,https://ror.org/00njsd438,Google Code,by_name
RaptorX,,https://ror.org/024mw5h28,University of Chicago; Illinois; USA,human_curated
MetaPhyler,,https://ror.org/047s2c258,University of Maryland; Maryland; USA,human_curated
Oscar3,,https://ror.org/013meh722,University of Cambridge; Cambridge; United Kingdom,human_curated
PoissonSeq,,https://ror.org/00f54p054,Stanford University; Stanford; California,human_curated
TRACULA,,https://ror.org/03wevmz92,Harvard Medical School; Massachusetts; USA,human_curated
TAPS,,https://ror.org/00njsd438,Google Code,by_name
PoPoolation2,,https://ror.org/00njsd438,Google Code,by_name
Segtools,,https://ror.org/00cvxb145,University of Washington; Seattle; USA,human_curated
InterEvol database,,https://ror.org/00jjx8s55,CEA; Gif sur Yvette; France,by_name
MEGSIM,,https://ror.org/032cjfs80,Mind Research Network,human_curated
National Alliance for Medical Image Computing,,https://ror.org/01jpzd518,National Centers for Biomedical Computing,by_name
Simbios,,https://ror.org/00f54p054,Stanford University; Stanford; California,human_curated
OpenSesame,,https://ror.org/03dpjfc73,VU University; Amsterdam; Netherlands,by_name
mutationSeq,,https://ror.org/03sfybe47,BC Cancer Agency,human_curated
InterPro,,https://ror.org/02catss52,European Bioinformatics Institute,human_curated
SysCall,,https://ror.org/01an7q238,University of California; Berkeley; USA,by_name
Database Enabled Code for Ideal Probe Hybridization Employing R,,https://ror.org/01y2jtd41,University of Wisconsin-Madison; Wisconsin; USA,human_curated
BSMac,,https://ror.org/03czfpz43,Emory University; Georgia; USA,by_name
National Center for Integrative Biomedical Informatics,,https://ror.org/00jmfr291,University of Michigan; Ann Arbor; USA,by_name
AbundantOTU+,,https://ror.org/02k40bc56,Indiana University; Indiana; USA,human_curated
GenomicTools,,https://ror.org/00njsd438,Google Code,by_name
MetaQC,donkang34/MetaQC,https://ror.org/022r5hc56,CRAN,by_name
Stem Cell Discovery Engine,,https://ror.org/0300yd604,Harvard T.H. Chan School of Public Health,by_name
SLIDE,,https://ror.org/01an7q238,University of California; Berkeley; USA,by_name
ccPDB - Compilation and Creation of datasets from PDB,,https://ror.org/055rjs771,Institute of Microbial Technology; Chandigarh; India,human_curated
MIRIAM Resources,,https://ror.org/02catss52,European Bioinformatics Institute,human_curated
openBIS,,https://ror.org/05a28rw58,ETH Zurich; Zurich; Switzerland,by_name
SomaticSniper,,https://ror.org/01yc7t268,Washington University in St. Louis; Missouri; USA,human_curated
RSAT peak-motifs,,https://ror.org/02vpfbn76,Free University of Brussels; Brussels; Belgium,by_name
GUARDD,,https://ror.org/00njsd438,Google Code,by_name
Plantagora,,https://ror.org/03m2x1q45,University of Arizona; Arizona; USA,human_curated
NanoStriDE,,https://ror.org/03s65by71,University of California at Santa Cruz; California; USA,human_curated
MeQA,,https://ror.org/03rc6as71,Tongji University; Shanghai; China,by_name
ART,,https://ror.org/00j4k1h63,National Institute of Environmental Health Sciences,human_curated
GeneProf,,https://ror.org/01nrxwf90,University of Edinburgh; Scotland; United Kingdom,by_name
MODENT - A Tool For Reconstructing Gene Regulatory Networks,,https://ror.org/04mhzgx49,Tel Aviv University; Ramat Aviv; Israel,by_name
3DBar,,https://ror.org/04waf7p94,Nencki Institute of Experimental Biology; Warsaw; Poland,by_name
MetExtract,,https://ror.org/00njsd438,Google Code,by_name
CATCHprofiles,,https://ror.org/016xsfp80,Radboud University; Nijmegen; The Netherlands,human_curated
SASqPCR,,https://ror.org/00njsd438,Google Code,by_name
GlycoPeptideSearch,,https://ror.org/0495mzm65,Edwards Lab,by_name
Atlas2,,https://ror.org/005781934,Baylor University; Texas; USA,human_curated
FreeSurfer,,https://ror.org/03vek6s52,Harvard University; Cambridge; United States,human_curated
CAROL,,https://ror.org/05cy4wa09,Wellcome Trust Sanger Institute; Hinxton; United Kingdom,human_curated
Integrative Modeling Platform,,https://ror.org/043mz5j54,University of California at San Francisco; California; USA,by_name
KESM brain atlas,,https://ror.org/01f5ytq51,Texas A and M University; Texas; USA,by_name
DRIFTER,,https://ror.org/020hwjq30,Aalto University; Espoo; Finland,by_name
JointSNVMix,,https://ror.org/03sfybe47,BC Cancer Agency,human_curated
SOAP3,,https://ror.org/00dqbnh70,SOAP,by_name
PoPoolation TE,,https://ror.org/00njsd438,Google Code,by_name
MORGAN,,https://ror.org/00cvxb145,University of Washington; Seattle; USA,human_curated
pymzML,,https://ror.org/00pd74e08,University of Munster; North Rhine-Westphalia; Germany,by_name
ShapeComplexAtlas,,https://ror.org/02y3ad647,University of Florida; Florida; USA,human_curated
LORIS - Longitudinal Online Research and Imaging System,,https://ror.org/01pxwe438,McGill University; Montreal; Canada,human_curated
Yabi,,https://ror.org/00r4sry34,Murdoch University; Perth; Australia,human_curated
NRDR,,https://ror.org/036rp1748,University of Sao Paulo; Sao Paulo; Brazil,human_curated
TaLasso,,https://ror.org/01cby8j38,Autonomous University of Madrid; Madrid; Spain,by_name
Functional Image Processing software Computational Olio,,https://ror.org/05x2bcf33,Carnegie Mellon University; Pennsylvania; USA,by_name
neuroVIISAS,,https://ror.org/03zdwsf69,University of Rostock; Mecklenburg-Vorpommern; Germany,human_curated
GoBean - a Java application for Gene Ontology enrichment analysis,,https://ror.org/03ryywt80,Gachon University of Medicine and Science; Incheon; South Korea,by_name
OMERO,,https://ror.org/03adjb352,OME - Open Microscopy Environment,by_name
RINS,,https://ror.org/03mtd9a03,Stanford University School of Medicine; California; USA,human_curated
BEBaC,,https://ror.org/040af2s02,University of Helsinki; Helsinki; Finland,by_name
Fulcrum,,https://ror.org/03mtd9a03,Stanford University School of Medicine; California; USA,human_curated
MAnorm,,https://ror.org/02jzgtq86,Dana-Farber Cancer Institute,human_curated
Nifti-Importer for WEKA,,https://ror.org/01rdrb571,Philipps-University Marburg; Marburg; Germany,by_name
JETTA,,https://ror.org/00f54p054,Stanford University; Stanford; California,human_curated
Tablet,,https://ror.org/03rzp5127,James Hutton Institute; Scotland; United Kingdom,by_name
GASVPro,,https://ror.org/05gq02987,Brown University; Rhode Island; USA,human_curated
CompuCell3D,,https://ror.org/02k40bc56,Indiana University; Indiana; USA,human_curated
MapAl,,https://ror.org/057ff4y42,University of Natural Resources and Life Sciences; Vienna; Austria,by_name
Pipeline System for Octave and Matlab,,https://ror.org/0161xgx34,University of Montreal; Quebec; Canada,human_curated
MAP,,https://ror.org/02v51f717,Peking University; Beijing; China,human_curated
Bpipe,,https://ror.org/00njsd438,Google Code,by_name
NanoStringNorm,,https://ror.org/043q8yx54,Ontario Institute for Cancer Research,by_name
JBrowse,,https://ror.org/05a0ya142,Broad Institute,human_curated
lobSTR,,https://ror.org/042nb2s44,Massachusetts Institute of Technology; Massachusetts; USA,human_curated
SVseq,,https://ror.org/02der9h97,University of Connecticut; Connecticut; USA,by_name
jmzIdentML API,,https://ror.org/00njsd438,Google Code,by_name
jmzReader,,https://ror.org/00njsd438,Google Code,by_name
RNA-SeQC,,https://ror.org/05a0ya142,Broad Institute,human_curated
ABSOLUTE,,https://ror.org/05a0ya142,Broad Institute,human_curated
AMS,,https://ror.org/00njsd438,Google Code,by_name
SINA,epruesse/SINA,https://ror.org/02385fa51,Max Planck Institute for Marine Microbiology; Bremen; Germany,human_curated
BreakFusion,,https://ror.org/04twxam07,University of Texas MD Anderson Cancer Center,human_curated
MultiPhen,,https://ror.org/022r5hc56,CRAN,by_name
GeneCodis,,https://ror.org/02gfc7t72,Spanish National Research Council; Madrid; Spain,by_name
iFad,,https://ror.org/01hpqfm28,Yale School of Medicine; Connecticut; USA,by_name
Strelka,Illumina/strelka/,https://ror.org/05k34t975,Illumina,human_curated
DONE: Detection of Outlier NEurons,,https://ror.org/01kj2bm70,Newcastle University; Newcastle upon Tyne; United Kingdom,human_curated
UMD p53 Mutation Database,,https://ror.org/056d84691,Karolinska Institute; Stockholm; Sweden,by_name
lapdftext,,https://ror.org/03taz7m60,University of Southern California; Los Angeles; USA,human_curated
CONN,,https://ror.org/042nb2s44,Massachusetts Institute of Technology; Massachusetts; USA,human_curated
DIStributions of SPINEs,,https://ror.org/03n6nwv02,Polytechnic University of Madrid; Madrid; Spain,by_name
GalaxyWEB,,https://ror.org/04h9pn542,Seoul National University; Seoul; South Korea,by_name
EEGVIS,,https://ror.org/01kd65564,University of Texas at San Antonio; Texas; USA,human_curated
DiNuP,,https://ror.org/03rc6as71,Tongji University; Shanghai; China,by_name
Tree and reticulogram REConstruction,,https://ror.org/010gxg263,University of Quebec in Montreal; Quebec; Canada,by_name
Open PHACTS,,https://ror.org/03prydq77,University of Vienna; Vienna; Austria,by_name
NeuronVisio,,https://ror.org/02catss52,European Bioinformatics Institute,human_curated
VARIANT,,https://ror.org/05xr2yq54,Principe Felipe Research Centre; Valencia; Spain,human_curated
MetaLocGramN,,https://ror.org/01y3dkx74,International Institute of Molecular and Cell Biology; Warsaw; Poland,by_name
ViBE-Z,,https://ror.org/0245cg223,University of Freiburg; Baden-Wurttemberg; Germany,by_name
miRCode,,https://ror.org/03s65by71,University of California at Santa Cruz; California; USA,human_curated
TrakEM2,,https://ror.org/02crff812,University of Zurich; Zurich; Switzerland,by_name
Primer3,,https://ror.org/03z77qz90,University of Tartu; Tartu; Estonia,by_name
DySC,,https://ror.org/00njsd438,Google Code,by_name
Fiji,fiji/fiji,https://ror.org/05b8d3w18,Max Planck Institute of Molecular Cell Biology and Genetics; Dresden; Germany,human_curated
icy,,https://ror.org/00akhwn95,Pasteur Institute,by_name
nFuse,,https://ror.org/0213rcc28,Simon Fraser University; British Columbia; Canada,human_curated
MuSiC,ding-lab/MuSiC2/blob/master/README.md,https://ror.org/01yc7t268,Washington University in St. Louis; Missouri; USA,human_curated
NormaCurve,,https://ror.org/04t0gwh46,Curie Institute; Paris; France,by_name
pFind Studio: pLink,,https://ror.org/034t30j35,Chinese Academy of Sciences; Beijing; China,human_curated
CD-HIT-OTU,,https://ror.org/01yqg2h08,CD-HIT,by_name
CytoSPADE,nolanlab/cytospade,https://ror.org/00f54p054,Stanford University; Stanford; California,human_curated
Phenocarta,,https://ror.org/03rmrcq20,University of British Columbia; British Columbia; Canada,by_name
Bis-SNP,,https://ror.org/03taz7m60,University of Southern California; Los Angeles; USA,human_curated
cortex,,https://ror.org/055zd7d59,Brain Research Institute,by_name
Nebula,,https://ror.org/04t0gwh46,Curie Institute; Paris; France,by_name
PRISM - Pair Read Informed Split Mapper,,https://ror.org/03dbr7087,University of Toronto; Ontario; Canada,human_curated
MetaDE,,https://ror.org/022r5hc56,CRAN,by_name
Dynamic Regulatory Events Miner,,https://ror.org/05x2bcf33,Carnegie Mellon University; Pennsylvania; USA,by_name
Snakemake,,https://ror.org/00njsd438,Google Code,by_name
GEM,,https://ror.org/042nb2s44,Massachusetts Institute of Technology; Massachusetts; USA,human_curated
QualiMap,,https://ror.org/05xr2yq54,Principe Felipe Research Centre; Valencia; Spain,human_curated
RazerS,,https://ror.org/046ak2485,Free University of Berlin; Berlin; Germany,human_curated
Sequedex,,https://ror.org/01e41cf67,Los Alamos National Laboratory,by_name
GMAC: A Matlab toolbox for spectral Granger causality analysis of fMRI data,,https://ror.org/01nffqt88,Polytechnic University of Milan; Milan; Italy,human_curated
Genometa,,https://ror.org/00f2yqf98,Hannover Medical School; Lower Saxony; Germany,by_name
ImageJ,,https://ror.org/02r6fpx29,Research Services Branch National Institutes of Mental Health,by_name
NIMBL,,https://ror.org/01ee9ar58,University of Nottingham; Nottingham; United Kingdom,human_curated
Iterative dual-regression with sparse prior,,https://ror.org/047dqcg40,Korea University; Seoul; South Korea,by_name
ExomeDepth,,https://ror.org/022r5hc56,CRAN,by_name
PRIDE Converter 2,,https://ror.org/00njsd438,Google Code,by_name
TARGETgene,,https://ror.org/05b68f622,Biomedical Simulations Resource,by_name
HighSSR,,https://ror.org/00njsd438,Google Code,by_name
ADMIXTOOLS,DReichLab/AdmixTools,https://ror.org/03vek6s52,Harvard University; Cambridge; United States,human_curated
Spark,,https://ror.org/03sfybe47,BC Cancer Agency,human_curated
DELLY,dellytools/delly/,https://ror.org/010jaxs89,European Molecular Biology Laboratory,by_name
GeneStitch,,https://ror.org/02k40bc56,Indiana University; Indiana; USA,human_curated
VICUNA,,https://ror.org/05a0ya142,Broad Institute,human_curated
Scholarometer,,https://ror.org/01kg8sb98,Indiana University Bloomington; Indiana; USA,by_name
ShrinkSeq,,https://ror.org/03dpjfc73,VU University; Amsterdam; Netherlands,by_name
SNAPE-pooled,,https://ror.org/00njsd438,Google Code,by_name
MITK Diffusion,,https://ror.org/04cdgtt98,German Cancer Research Center,human_curated
GlycReSoft,,https://ror.org/00njsd438,Google Code,by_name
iBEAT,,https://ror.org/0130frc33,University of North Carolina at Chapel Hill School of Medicine; North Carolina; USA,by_name
POLYMUTT,,https://ror.org/00jmfr291,University of Michigan; Ann Arbor; USA,by_name
PROVEAN,,https://ror.org/049r1ts75,J. Craig Venter Institute,human_curated
SLIQ,,https://ror.org/05vt9qd57,Rutgers University; New Jersey; USA,human_curated
HTS Mappers,,https://ror.org/02catss52,European Bioinformatics Institute,human_curated
CLEVER Toolkit,,https://ror.org/00njsd438,Google Code,by_name
MaCH-Admix,,https://ror.org/0130frc33,University of North Carolina at Chapel Hill; North Carolina; USA,human_curated
GlycoWorkbench,,https://ror.org/00njsd438,Google Code,by_name
GlycanBuilder,,https://ror.org/00njsd438,Google Code,by_name
Knime,,https://ror.org/0546hnb39,University of Konstanz; Baden-Wurttemberg; Germany,human_curated
mGOASVM,,https://ror.org/0030zas98,Hong Kong Polytechnic University; Hong Kong; China,by_name
REDCap,,https://ror.org/02vm5rt34,Vanderbilt University; Tennessee; USA,human_curated
DiffSplice,,https://ror.org/02k3smh20,University of Kentucky; Kentucky; USA,human_curated
VAGUE,,https://ror.org/02bfwt286,Monash University; Melbourne; Australia,by_name
TreeMix,,https://ror.org/024mw5h28,University of Chicago; Illinois; USA,human_curated
WholeCellKB,,https://ror.org/00f54p054,Stanford University; Stanford; California,human_curated
BMIQ,,https://ror.org/00njsd438,Google Code,by_name
READSCAN,,https://ror.org/01q3tbs38,King Abdullah University of Science and Technology; Makkah Province; Saudi Arabia,human_curated
PANTHER Evolutionary analysis of coding SNPs,,https://ror.org/059ckk077,PANTHER,by_name
Human Ageing Genomic Resources,,https://ror.org/04xs57h96,University of Liverpool; Liverpool; United Kingdom,human_curated
Group Information Guided ICA,,https://ror.org/034t30j35,Chinese Academy of Sciences; Beijing; China,human_curated
DRUT,,https://ror.org/03qt6ba18,Georgia State University; Georgia; USA,human_curated
iReckon,,https://ror.org/03dbr7087,University of Toronto; Ontario; Canada,human_curated
Bern-Barcelona EEG database,,https://ror.org/04n0g0b29,Pompeu Fabra University; Barcelona; Spain,human_curated
Cuffdiff,,https://ror.org/047s2c258,University of Maryland; Maryland; USA,human_curated
RetroSeq,tk2/RetroSeq,https://ror.org/05cy4wa09,Wellcome Trust Sanger Institute; Hinxton; United Kingdom,human_curated
COEUS,,https://ror.org/00nt41z93,University of Aveiro; Aveiro; Portugal,human_curated
seq2HLA,,https://ror.org/023b0x485,Johannes Gutenberg University Mainz; Rhineland-Palatinate; Germany,human_curated
GBSA,,https://ror.org/01tgyzw49,National University of Singapore; Singapore; Singapore,by_name
COPS,,https://ror.org/038t36y30,Heidelberg University; Baden-Wurttemberg; Germany,human_curated
pNovo+,,https://ror.org/034t30j35,Chinese Academy of Sciences; Beijing; China,human_curated
