"pmid","doi","publication_year","institution_ror","au_display_name","au_orcid","author_position","au_affiliation_raw","gh_repo","software_name"
"","https://doi.org/10.21105/joss.00372",2017,NA,"E. Busato",NA,"middle","","https://github.com/go-hep/hep","Go-HEP"
"","https://doi.org/10.21105/joss.00372",2017,NA,"M. Ughetto","https://orcid.org/0000-0002-3814-454X","middle","","https://github.com/go-hep/hep","Go-HEP"
"","https://doi.org/10.21105/joss.00372",2017,NA,"P. Waller",NA,"last","","https://github.com/go-hep/hep","Go-HEP"
"","https://doi.org/10.21105/joss.00140",2017,NA,"B. J. Hazelton","https://orcid.org/0000-0001-7532-645X","first","","https://github.com/HERA-Team/pyuvdata","pyuvdata"
"","https://doi.org/10.21105/joss.00140",2017,NA,"Daniel Jacobs","https://orcid.org/0000-0002-0917-2269","middle","","https://github.com/HERA-Team/pyuvdata","pyuvdata"
"","https://doi.org/10.21105/joss.00140",2017,NA,"Jonathan C. Pober","https://orcid.org/0000-0002-3492-0433","middle","","https://github.com/HERA-Team/pyuvdata","pyuvdata"
"","https://doi.org/10.21105/joss.00140",2017,NA,"Adam P. Beardsley","https://orcid.org/0000-0001-9428-8233","last","","https://github.com/HERA-Team/pyuvdata","pyuvdata"
"","https://doi.org/10.21105/joss.00182",2017,NA,"Miguel de Val-Borro",NA,"first","","https://github.com/migueldvb/cine","Cine"
"","https://doi.org/10.21105/joss.00182",2017,NA,"Martin Cordiner","https://orcid.org/0000-0001-8233-2436","middle","","https://github.com/migueldvb/cine","Cine"
"","https://doi.org/10.21105/joss.00182",2017,NA,"Stefanie N. Milam","https://orcid.org/0000-0001-7694-4129","middle","","https://github.com/migueldvb/cine","Cine"
"","https://doi.org/10.21105/joss.00182",2017,NA,"Steven B. Charnley","https://orcid.org/0000-0001-6752-5109","last","","https://github.com/migueldvb/cine","Cine"
"","https://doi.org/10.21105/joss.00512",2018,NA,"Jeremy Coyle","https://orcid.org/0000-0002-9874-6649","first","","https://github.com/jeremyrcoyle/origami","origami"
"","https://doi.org/10.21105/joss.00512",2018,NA,"Nima S. Hejazi","https://orcid.org/0000-0002-7127-2789","last","","https://github.com/jeremyrcoyle/origami","origami"
"","https://doi.org/10.21105/joss.00176",2017,NA,"Anthony Caravaggi","https://orcid.org/0000-0002-1763-8970","first","","https://github.com/arcaravaggi/remBoot","remBoot"
"","https://doi.org/10.21105/joss.00388",2017,NA,"Adrian M. Price-Whelan","https://orcid.org/0000-0003-0872-7098","first","","https://github.com/adrn/gala","Gala"
"","https://doi.org/10.21105/joss.00171",2017,NA,"David Ardia","https://orcid.org/0000-0003-2823-782X","first","","https://github.com/ArdiaD/RiskPortfolios","RiskPortfolios"
"","https://doi.org/10.21105/joss.00171",2017,NA,"Kris Boudt","https://orcid.org/0000-0002-1000-5142","middle","","https://github.com/ArdiaD/RiskPortfolios","RiskPortfolios"
"","https://doi.org/10.21105/joss.00171",2017,NA,"Jean-Philippe Gagnon-Fleury",NA,"last","","https://github.com/ArdiaD/RiskPortfolios","RiskPortfolios"
"","https://doi.org/10.21105/joss.00515",2018,NA,"Benjamin Allévius",NA,"first","","https://github.com/BenjaK/scanstatistics","scanstatistics"
"","https://doi.org/10.21105/joss.00185",2018,NA,"Brandon LeBeau","https://orcid.org/0000-0002-1265-8761","first","","https://github.com/lebebr01/highlightHTML","highlightHTML"
"","https://doi.org/10.21105/joss.00361",2018,NA,"Danilo Freire","https://orcid.org/0000-0002-4712-6810","first","","https://github.com/danilofreire/prisonbrief","prisonbrief"
"","https://doi.org/10.21105/joss.00361",2018,NA,"Robert Myles McDonnell",NA,"last","","https://github.com/danilofreire/prisonbrief","prisonbrief"
"","https://doi.org/10.21105/joss.00153",2017,NA,"Matthew McCormick","https://orcid.org/0000-0001-9475-3756","first","","https://github.com/KitwareMedical/SlicerITKUltrasound","SlicerITKUltrasound"
"","https://doi.org/10.21105/joss.00153",2017,NA,"Mark L. Palmeri","https://orcid.org/0000-0001-8995-0050","middle","","https://github.com/KitwareMedical/SlicerITKUltrasound","SlicerITKUltrasound"
"","https://doi.org/10.21105/joss.00153",2017,NA,"Jean‐Christophe Fillion‐Robin","https://orcid.org/0000-0002-9688-8950","middle","","https://github.com/KitwareMedical/SlicerITKUltrasound","SlicerITKUltrasound"
"","https://doi.org/10.21105/joss.00153",2017,NA,"Stephen Aylward","https://orcid.org/0000-0002-7862-8856","last","","https://github.com/KitwareMedical/SlicerITKUltrasound","SlicerITKUltrasound"
"","https://doi.org/10.21105/joss.00366",2017,NA,"Tanner Hobson",NA,"first","","https://github.com/ornl-ndav/django-remote-submission","django-remote-submission"
"","https://doi.org/10.21105/joss.00366",2017,NA,"M. Doucet","https://orcid.org/0000-0002-5560-6478","middle","","https://github.com/ornl-ndav/django-remote-submission","django-remote-submission"
"","https://doi.org/10.21105/joss.00366",2017,NA,"Ricardo M. F. Leal",NA,"last","","https://github.com/ornl-ndav/django-remote-submission","django-remote-submission"
"","https://doi.org/10.21105/joss.00530",2018,NA,"Nicola Demo","https://orcid.org/0000-0003-3107-9738","first","","https://github.com/mathLab/PyDMD","PyDMD"
"","https://doi.org/10.21105/joss.00530",2018,NA,"Marco Tezzele",NA,"middle","","https://github.com/mathLab/PyDMD","PyDMD"
"","https://doi.org/10.21105/joss.00530",2018,NA,"Gianluigi Rozza","https://orcid.org/0000-0002-0810-8812","last","","https://github.com/mathLab/PyDMD","PyDMD"
"","https://doi.org/10.21105/joss.00359",2017,NA,"Alicia N. Schep",NA,"first","","https://github.com/ropensci/iheatmapr","iheatmapr"
"","https://doi.org/10.21105/joss.00359",2017,NA,"Sarah Kummerfeld","https://orcid.org/0000-0002-0089-2358","last","","https://github.com/ropensci/iheatmapr","iheatmapr"
"","https://doi.org/10.21105/joss.00506",2018,NA,"Kevin M. Moerman","https://orcid.org/0000-0003-3768-4269","first","","https://github.com/gibbonCode/GIBBON","GIBBON"
"","https://doi.org/10.21105/joss.00350",2017,NA,"Marcin Wojdyr","https://orcid.org/0000-0003-3980-4092","first","","https://github.com/uglymol/uglymol","UglyMol"
"","https://doi.org/10.21105/joss.00357",2017,NA,"Adrian M. Price-Whelan","https://orcid.org/0000-0003-0872-7098","first","","https://github.com/adrn/schwimmbad","schwimmbad"
"","https://doi.org/10.21105/joss.00357",2017,NA,"Daniel Foreman-Mackey",NA,"last","","https://github.com/adrn/schwimmbad","schwimmbad"
"","https://doi.org/10.21105/joss.00165",2018,NA,"Benny Malengier","https://orcid.org/0000-0003-1666-2781","first","","https://github.com/bmcage/odes/","ODES"
"","https://doi.org/10.21105/joss.00165",2018,NA,"Pavol Kišoň",NA,"middle","","https://github.com/bmcage/odes/","ODES"
"","https://doi.org/10.21105/joss.00165",2018,NA,"James Tocknell","https://orcid.org/0000-0001-6637-6922","middle","Faculty of Science and Engineering","https://github.com/bmcage/odes/","ODES"
"","https://doi.org/10.21105/joss.00165",2018,NA,"Claas Abert",NA,"middle","","https://github.com/bmcage/odes/","ODES"
"","https://doi.org/10.21105/joss.00165",2018,NA,"Florian Bruckner","https://orcid.org/0000-0001-7778-6855","middle","","https://github.com/bmcage/odes/","ODES"
"","https://doi.org/10.21105/joss.00165",2018,NA,"Marc-Antonio Bisotti",NA,"last","","https://github.com/bmcage/odes/","ODES"
"","https://doi.org/10.21105/joss.00501",2018,NA,"William D McGinnis",NA,"first","","https://github.com/scikit-learn-contrib/categorical-encoding","Category Encoders"
"","https://doi.org/10.21105/joss.00501",2018,NA,"Chapman Siu",NA,"middle","","https://github.com/scikit-learn-contrib/categorical-encoding","Category Encoders"
"","https://doi.org/10.21105/joss.00501",2018,NA,"Andre Schult",NA,"middle","","https://github.com/scikit-learn-contrib/categorical-encoding","Category Encoders"
"","https://doi.org/10.21105/joss.00501",2018,NA,"Hanyu Huang","https://orcid.org/0000-0001-8503-1014","last","","https://github.com/scikit-learn-contrib/categorical-encoding","Category Encoders"
"","https://doi.org/10.21105/joss.00368",2017,NA,"Marco van Hulten","https://orcid.org/0000-0002-3045-4949","first","","https://savannah.nongnu.org/projects/complot/","ComPlot"
"","https://doi.org/10.21105/joss.00332",2017,NA,"Konstantin Stadler","https://orcid.org/0000-0002-1548-201X","first","","https://github.com/konstantinstadler/country_converter","country_converter"
"","https://doi.org/10.21105/joss.00100",2016,NA,"Philipp H. Boersch‐Supan","https://orcid.org/0000-0001-6723-6833","first","","https://github.com/pboesu/rucrdtw","rucrdtw"
"","https://doi.org/10.21105/joss.00107",2016,NA,"Rémi Rampin","https://orcid.org/0000-0002-0524-2282","first","","https://github.com/ViDA-NYU/reprozip","ReproZip"
"","https://doi.org/10.21105/joss.00107",2016,NA,"Fernando Chirigati",NA,"middle","","https://github.com/ViDA-NYU/reprozip","ReproZip"
"","https://doi.org/10.21105/joss.00107",2016,NA,"Dennis Shasha","https://orcid.org/0000-0002-7036-3312","middle","","https://github.com/ViDA-NYU/reprozip","ReproZip"
"","https://doi.org/10.21105/joss.00107",2016,NA,"Juliana Freire","https://orcid.org/0000-0003-3915-7075","middle","Urban Initiative","https://github.com/ViDA-NYU/reprozip","ReproZip"
"","https://doi.org/10.21105/joss.00107",2016,NA,"Vicky Steeves","https://orcid.org/0000-0003-4298-168X","last","","https://github.com/ViDA-NYU/reprozip","ReproZip"
"","https://doi.org/10.21105/joss.00597",2018,NA,"Sander Wahls","https://orcid.org/0000-0001-5159-0918","first","Numerics for Control & Identification","https://github.com/FastNFT/FNFT","FNFT"
"","https://doi.org/10.21105/joss.00597",2018,NA,"Shrinivas Chimmalgi","https://orcid.org/0000-0002-5868-3102","middle","Numerics for Control & Identification","https://github.com/FastNFT/FNFT","FNFT"
"","https://doi.org/10.21105/joss.00597",2018,NA,"Peter J. Prins","https://orcid.org/0000-0003-4692-5538","last","Numerics for Control & Identification","https://github.com/FastNFT/FNFT","FNFT"
"","https://doi.org/10.21105/joss.00190",2017,NA,"Charles Crabtree","https://orcid.org/0000-0001-5144-8671","first","","https://github.com/cdcrabtree/plotrr","Plotrr"
"","https://doi.org/10.21105/joss.00190",2017,NA,"Michael J. Nelson","https://orcid.org/0000-0002-7665-7557","last","","https://github.com/cdcrabtree/plotrr","Plotrr"
"","https://doi.org/10.21105/joss.00164",2017,NA,"Devarshi Ghoshal","https://orcid.org/0000-0002-6819-6949","first","","https://bitbucket.org/dghoshal/frieda","FRIEDA"
"","https://doi.org/10.21105/joss.00164",2017,NA,"Valerie Hendrix","https://orcid.org/0000-0001-9061-8952","middle","","https://bitbucket.org/dghoshal/frieda","FRIEDA"
"","https://doi.org/10.21105/joss.00164",2017,NA,"William Fox",NA,"middle","","https://bitbucket.org/dghoshal/frieda","FRIEDA"
"","https://doi.org/10.21105/joss.00164",2017,NA,"Sowmya Balasubhramanian",NA,"middle","","https://bitbucket.org/dghoshal/frieda","FRIEDA"
"","https://doi.org/10.21105/joss.00164",2017,NA,"Lavanya Ramakrishnan","https://orcid.org/0000-0003-3892-5474","last","","https://bitbucket.org/dghoshal/frieda","FRIEDA"
"","https://doi.org/10.21105/joss.00500",2018,NA,"Jeongseok Lee","https://orcid.org/0000-0002-2146-7502","first","","https://github.com/dartsim/dart","DART"
"","https://doi.org/10.21105/joss.00500",2018,NA,"Michael X. Grey",NA,"middle","","https://github.com/dartsim/dart","DART"
"","https://doi.org/10.21105/joss.00500",2018,NA,"Sehoon Ha","https://orcid.org/0000-0002-1972-328X","middle","","https://github.com/dartsim/dart","DART"
"","https://doi.org/10.21105/joss.00500",2018,NA,"Tobias Kunz",NA,"middle","","https://github.com/dartsim/dart","DART"
"","https://doi.org/10.21105/joss.00500",2018,NA,"Sumit Jain",NA,"middle","","https://github.com/dartsim/dart","DART"
"","https://doi.org/10.21105/joss.00500",2018,NA,"Yuting Ye","https://orcid.org/0000-0003-2643-7457","middle","","https://github.com/dartsim/dart","DART"
"","https://doi.org/10.21105/joss.00500",2018,NA,"Siddhartha S. Srinivasa","https://orcid.org/0000-0002-5091-106X","middle","","https://github.com/dartsim/dart","DART"
"","https://doi.org/10.21105/joss.00500",2018,NA,"Mike Stilman",NA,"middle","","https://github.com/dartsim/dart","DART"
"","https://doi.org/10.21105/joss.00500",2018,NA,"C. Karen Liu",NA,"last","","https://github.com/dartsim/dart","DART"
"","https://doi.org/10.21105/joss.00351",2017,NA,"Juanjo Bazán","https://orcid.org/0000-0001-7699-3983","first","","https://github.com/xuanxu/nimbus","Nimbus"
"","https://doi.org/10.21105/joss.00351",2017,NA,"Óscar González-Recio","https://orcid.org/0000-0002-9106-4063","last","","https://github.com/xuanxu/nimbus","Nimbus"
"","https://doi.org/10.21105/joss.00538",2018,NA,"M. Pitkin","https://orcid.org/0000-0003-4548-526X","first","","https://github.com/mattpitkin/psrqpy","psrqpy"
"","https://doi.org/10.21105/joss.00531",2018,NA,"Björn Dahlgren",NA,"first","","https://github.com/bjodah/pyneqsys","pyneqsys"
"","https://doi.org/10.21105/joss.00360",2018,NA,"James Hiebert",NA,"first","","https://github.com/pacificclimate/ClimDown","ClimDown"
"","https://doi.org/10.21105/joss.00360",2018,NA,"Alex J. Cannon","https://orcid.org/0000-0002-8025-3790","middle","","https://github.com/pacificclimate/ClimDown","ClimDown"
"","https://doi.org/10.21105/joss.00360",2018,NA,"T. Q. Murdock",NA,"middle","","https://github.com/pacificclimate/ClimDown","ClimDown"
"","https://doi.org/10.21105/joss.00360",2018,NA,"S. R. Sobie",NA,"middle","","https://github.com/pacificclimate/ClimDown","ClimDown"
"","https://doi.org/10.21105/joss.00360",2018,NA,"A. T. Werner","https://orcid.org/0000-0002-8431-2663","last","","https://github.com/pacificclimate/ClimDown","ClimDown"
"","https://doi.org/10.21105/joss.00139",2017,NA,"Kristian Jensen","https://orcid.org/0000-0002-2796-805X","first","","https://github.com/biosustain/optlang","Optlang"
"","https://doi.org/10.21105/joss.00139",2017,NA,"João Cardoso",NA,"middle","","https://github.com/biosustain/optlang","Optlang"
"","https://doi.org/10.21105/joss.00139",2017,NA,"Nikolaus Sonnenschein","https://orcid.org/0000-0002-7581-4936","last","","https://github.com/biosustain/optlang","Optlang"
"","https://doi.org/10.21105/joss.00596",2018,NA,"Michael Hucka","https://orcid.org/0000-0001-9105-5960","first","","https://github.com/casics/nostril","Nostril"
"","https://doi.org/10.21105/joss.00106",2016,NA,"Sean M. Hughes","https://orcid.org/0000-0002-9409-9405","first","","https://github.com/ropenscilabs/plater","plater"
"","https://doi.org/10.21105/joss.00333",2017,NA,"Maëlle Salmon","https://orcid.org/0000-0002-2815-0399","first","","https://github.com/ropensci/rtimicropem","rtimicropem"
"","https://doi.org/10.21105/joss.00333",2017,NA,"Sreekanth Vakacherla","https://orcid.org/0000-0003-0400-6584","middle","","https://github.com/ropensci/rtimicropem","rtimicropem"
"","https://doi.org/10.21105/joss.00333",2017,NA,"Carles Milà","https://orcid.org/0000-0003-0470-0760","middle","","https://github.com/ropensci/rtimicropem","rtimicropem"
"","https://doi.org/10.21105/joss.00333",2017,NA,"Julian Marshall","https://orcid.org/0000-0003-4087-1209","middle","","https://github.com/ropensci/rtimicropem","rtimicropem"
"","https://doi.org/10.21105/joss.00333",2017,NA,"Cathryn Tonne","https://orcid.org/0000-0003-3919-8264","last","","https://github.com/ropensci/rtimicropem","rtimicropem"
"","https://doi.org/10.21105/joss.00565",2018,NA,"Björn Dahlgren",NA,"first","","https://github.com/bjodah/chempy","ChemPy"
"","https://doi.org/10.21105/joss.00598",2018,NA,"George Datseris","https://orcid.org/0000-0002-6427-2385","first","","https://github.com/JuliaDynamics/DynamicalSystems.jl","DynamicalSystems.jl"
"","https://doi.org/10.21105/joss.00137",2017,NA,"Benjamin Naecker",NA,"first","","https://github.com/baccuslab/pyret","Pyret"
"","https://doi.org/10.21105/joss.00137",2017,NA,"Niru Maheswaranathan",NA,"middle","","https://github.com/baccuslab/pyret","Pyret"
"","https://doi.org/10.21105/joss.00137",2017,NA,"Surya Ganguli","https://orcid.org/0000-0002-9264-7551","middle","","https://github.com/baccuslab/pyret","Pyret"
"","https://doi.org/10.21105/joss.00137",2017,NA,"Stephen A. Baccus","https://orcid.org/0000-0001-8692-5685","last","","https://github.com/baccuslab/pyret","Pyret"
"","https://doi.org/10.21105/joss.00305",2017,NA,"Mark Padgham","https://orcid.org/0000-0003-2172-5265","first","","https://github.com/ropensci/osmdata","osmdata"
"","https://doi.org/10.21105/joss.00305",2017,NA,"Robin Lovelace","https://orcid.org/0000-0001-5679-6536","middle","","https://github.com/ropensci/osmdata","osmdata"
"","https://doi.org/10.21105/joss.00305",2017,NA,"Maëlle Salmon","https://orcid.org/0000-0002-2815-0399","middle","","https://github.com/ropensci/osmdata","osmdata"
"","https://doi.org/10.21105/joss.00305",2017,NA,"Bob Rudis",NA,"last","","https://github.com/ropensci/osmdata","osmdata"
"","https://doi.org/10.21105/joss.00426",2017,NA,"Vanessa Sochat","https://orcid.org/0000-0002-4387-3819","first","","https://www.github.com/singularityhub/sregistry","Singularity Registry"
"","https://doi.org/10.21105/joss.00042",2016,NA,"Simon D. W. Frost","https://orcid.org/0000-0002-5207-9879","first","","http://github.com/sdwfrost/Gillespie.jl","Gillespie.jl"
"","https://doi.org/10.21105/joss.00045",2016,NA,"S. R. Hinton","https://orcid.org/0000-0003-2071-9349","first","","https://github.com/samreay/ChainConsumer","ChainConsumer"
"","https://doi.org/10.21105/joss.00613",2018,NA,"Grega Vrbančič","https://orcid.org/0000-0003-0723-3889","first","","https://github.com/NiaOrg/NiaPy","NiaPy"
"","https://doi.org/10.21105/joss.00613",2018,NA,"Lucija Brezočnik","https://orcid.org/0000-0002-3622-428X","middle","","https://github.com/NiaOrg/NiaPy","NiaPy"
"","https://doi.org/10.21105/joss.00613",2018,NA,"Uroš Mlakar",NA,"middle","","https://github.com/NiaOrg/NiaPy","NiaPy"
"","https://doi.org/10.21105/joss.00613",2018,NA,"Dušan Fister","https://orcid.org/0000-0002-9604-0554","middle","","https://github.com/NiaOrg/NiaPy","NiaPy"
"","https://doi.org/10.21105/joss.00613",2018,NA,"Iztok Fister","https://orcid.org/0000-0002-6418-1272","last","","https://github.com/NiaOrg/NiaPy","NiaPy"
"","https://doi.org/10.21105/joss.00248",2017,NA,"Sven Willner","https://orcid.org/0000-0001-6798-6247","first","","https://github.com/openclimatedata/pyhector/","pyhector"
"","https://doi.org/10.21105/joss.00248",2017,NA,"Corinne Hartin","https://orcid.org/0000-0003-1834-6539","middle","","https://github.com/openclimatedata/pyhector/","pyhector"
"","https://doi.org/10.21105/joss.00248",2017,NA,"Robert Gieseke","https://orcid.org/0000-0002-1236-5109","last","","https://github.com/openclimatedata/pyhector/","pyhector"
"","https://doi.org/10.21105/joss.00087",2016,NA,"Danny Arends","https://orcid.org/0000-0001-8738-0162","first","","https://github.com/DannyArends/CTLmapping","Correlation Trait Loci (CTL) mapping"
"","https://doi.org/10.21105/joss.00087",2016,NA,"Yang Li","https://orcid.org/0000-0002-0736-251X","middle","","https://github.com/DannyArends/CTLmapping","Correlation Trait Loci (CTL) mapping"
"","https://doi.org/10.21105/joss.00087",2016,NA,"Gudrun A. Brockmann","https://orcid.org/0000-0002-4387-2947","middle","","https://github.com/DannyArends/CTLmapping","Correlation Trait Loci (CTL) mapping"
"","https://doi.org/10.21105/joss.00087",2016,NA,"Ritsert C. Jansen","https://orcid.org/0000-0002-3333-6737","middle","","https://github.com/DannyArends/CTLmapping","Correlation Trait Loci (CTL) mapping"
"","https://doi.org/10.21105/joss.00087",2016,NA,"Robert W. Williams","https://orcid.org/0000-0001-8924-4447","middle","","https://github.com/DannyArends/CTLmapping","Correlation Trait Loci (CTL) mapping"
"","https://doi.org/10.21105/joss.00087",2016,NA,"Pjotr Prins","https://orcid.org/0000-0002-8021-9162","last","","https://github.com/DannyArends/CTLmapping","Correlation Trait Loci (CTL) mapping"
"","https://doi.org/10.21105/joss.00625",2018,NA,"Konstantinos Vantas","https://orcid.org/0000-0001-6387-8791","first","","https://github.com/ropensci/hydroscoper","hydroscoper"
"","https://doi.org/10.21105/joss.00417",2017,NA,"Tim Folsom",NA,"first","","https://github.com/timfolsom/hei","hei"
"","https://doi.org/10.21105/joss.00417",2017,NA,"VP Nagraj","https://orcid.org/0000-0003-0060-566X","last","","https://github.com/timfolsom/hei","hei"
"","https://doi.org/10.21105/joss.00622",2018,NA,"David E. Hudak","https://orcid.org/0000-0002-9043-0850","first","","https://github.com/OSC/Open-OnDemand","Open OnDemand"
"","https://doi.org/10.21105/joss.00622",2018,NA,"Douglas Johnson","https://orcid.org/0000-0003-0828-4127","middle","","https://github.com/OSC/Open-OnDemand","Open OnDemand"
"","https://doi.org/10.21105/joss.00622",2018,NA,"Alan Chalker","https://orcid.org/0000-0002-5475-8779","middle","","https://github.com/OSC/Open-OnDemand","Open OnDemand"
"","https://doi.org/10.21105/joss.00622",2018,NA,"Jeremy Nicklas",NA,"middle","","https://github.com/OSC/Open-OnDemand","Open OnDemand"
"","https://doi.org/10.21105/joss.00622",2018,NA,"Eric Franz",NA,"middle","","https://github.com/OSC/Open-OnDemand","Open OnDemand"
"","https://doi.org/10.21105/joss.00622",2018,NA,"Trey Dockendorf",NA,"middle","","https://github.com/OSC/Open-OnDemand","Open OnDemand"
"","https://doi.org/10.21105/joss.00622",2018,NA,"Brian McMichael",NA,"last","","https://github.com/OSC/Open-OnDemand","Open OnDemand"
"","https://doi.org/10.21105/joss.00080",2016,NA,"Andrew J. Page","https://orcid.org/0000-0001-6919-6062","first","","https://github.com/sanger-pathogens/gff3toembl.git","GFF3toEMBL"
"","https://doi.org/10.21105/joss.00080",2016,NA,"Sascha Steinbiss","https://orcid.org/0000-0002-2151-0574","middle","","https://github.com/sanger-pathogens/gff3toembl.git","GFF3toEMBL"
"","https://doi.org/10.21105/joss.00080",2016,NA,"Ben Taylor",NA,"middle","","https://github.com/sanger-pathogens/gff3toembl.git","GFF3toEMBL"
"","https://doi.org/10.21105/joss.00080",2016,NA,"Torsten Seemann","https://orcid.org/0000-0001-6046-610X","middle","","https://github.com/sanger-pathogens/gff3toembl.git","GFF3toEMBL"
"","https://doi.org/10.21105/joss.00080",2016,NA,"Jacqueline A. Keane","https://orcid.org/0000-0003-0739-6848","last","","https://github.com/sanger-pathogens/gff3toembl.git","GFF3toEMBL"
"","https://doi.org/10.21105/joss.00279",2017,NA,"Sebastian Raschka","https://orcid.org/0000-0001-6989-4493","first","","https://github.com/rasbt/biopandas","BioPandas"
"","https://doi.org/10.21105/joss.00020",2016,NA,"Peter Hickey","https://orcid.org/0000-0002-8153-6258","first","","https://github.com/PeteHaitch/GenomicTuples","GenomicTuples"
"","https://doi.org/10.21105/joss.00488",2018,NA,"Pablo Garay","https://orcid.org/0000-0001-6604-0329","first","","https://github.com/BIOS-IMASL/chesweet","CheSweet"
"","https://doi.org/10.21105/joss.00488",2018,NA,"Jorge A. Vila","https://orcid.org/0000-0001-7557-9350","middle","","https://github.com/BIOS-IMASL/chesweet","CheSweet"
"","https://doi.org/10.21105/joss.00488",2018,NA,"Osvaldo A. Martin","https://orcid.org/0000-0001-7419-8978","last","","https://github.com/BIOS-IMASL/chesweet","CheSweet"
"","https://doi.org/10.21105/joss.00018",2016,NA,"Matthew J. Wakefield","https://orcid.org/0000-0001-6624-4698","first","","http://github.com/genomematt/xenomapper/","Xenomapper"
"","https://doi.org/10.21105/joss.00215",2017,NA,"Geoff Boeing","https://orcid.org/0000-0003-1851-6411","first","","https://github.com/gboeing/osmnx/","OSMnx"
"","https://doi.org/10.21105/joss.00027",2016,NA,"C. Titus Brown","https://orcid.org/0000-0001-6001-2677","first","","https://github.com/dib-lab/sourmash/","sourmash"
"","https://doi.org/10.21105/joss.00027",2016,NA,"Luiz Irber","https://orcid.org/0000-0003-4371-9659","last","","https://github.com/dib-lab/sourmash/","sourmash"
"","https://doi.org/10.21105/joss.00011",2016,NA,"Gilles Louppe","https://orcid.org/0000-0002-2082-3106","first","","https://github.com/diana-hep/carl","carl"
"","https://doi.org/10.21105/joss.00011",2016,NA,"K. Cranmer","https://orcid.org/0000-0002-5769-7094","middle","","https://github.com/diana-hep/carl","carl"
"","https://doi.org/10.21105/joss.00011",2016,NA,"Juan Pavez",NA,"last","","https://github.com/diana-hep/carl","carl"
"","https://doi.org/10.21105/joss.00475",2017,NA,"DJ Harris",NA,"first","","https://github.com/physicsdavid/mPicker","mPicker"
"","https://doi.org/10.21105/joss.00029",2016,NA,"Christian T. Jacobs",NA,"first","","https://github.com/ctjacobs/git-rdm","Git-RDM"
"","https://doi.org/10.21105/joss.00029",2016,NA,"Alexandros Avdis","https://orcid.org/0000-0002-2695-3358","last","","https://github.com/ctjacobs/git-rdm","Git-RDM"
"","https://doi.org/10.21105/joss.00640",2018,NA,"Casey Youngflesh","https://orcid.org/0000-0001-6343-3311","first","","https://github.com/caseyyoungflesh/MCMCvis","MCMCvis"
"","https://doi.org/10.21105/joss.00472",2018,"https://ror.org/03r0ha626","Anton Rodenhauser",NA,"first","Scientific Computing & Imaging Institute University of Utah Salt Lake City UT USA","https://github.com/SCIInstitute/PFEIFER","PFEIFER"
"30259008","https://doi.org/10.21105/joss.00472",2018,"https://ror.org/03r0ha626","Anton Rodenhauser",NA,"first","Scientific Computing & Imaging Institute University of Utah Salt Lake City UT USA","https://github.com/SCIInstitute/PFEIFER","PFEIFER"
"","https://doi.org/10.21105/joss.00472",2018,"https://ror.org/03r0ha626","Wilson W. Good","https://orcid.org/0000-0002-0111-9076","middle","Bioengineering Department, University of Utah, Salt Lake City, UT, USA.","https://github.com/SCIInstitute/PFEIFER","PFEIFER"
"30259008","https://doi.org/10.21105/joss.00472",2018,"https://ror.org/03r0ha626","Wilson W. Good","https://orcid.org/0000-0002-0111-9076","middle","Bioengineering Department, University of Utah, Salt Lake City, UT, USA.","https://github.com/SCIInstitute/PFEIFER","PFEIFER"
"","https://doi.org/10.21105/joss.00472",2018,"https://ror.org/03r0ha626","Brian Zenger","https://orcid.org/0000-0002-0039-9184","middle","Bioengineering Department, University of Utah, Salt Lake City, UT, USA.","https://github.com/SCIInstitute/PFEIFER","PFEIFER"
"30259008","https://doi.org/10.21105/joss.00472",2018,"https://ror.org/03r0ha626","Brian Zenger","https://orcid.org/0000-0002-0039-9184","middle","Bioengineering Department, University of Utah, Salt Lake City, UT, USA.","https://github.com/SCIInstitute/PFEIFER","PFEIFER"
"","https://doi.org/10.21105/joss.00472",2018,"https://ror.org/03r0ha626","Jess Tate","https://orcid.org/0000-0002-2934-1453","middle","Bioengineering Department, University of Utah, Salt Lake City, UT, USA.","https://github.com/SCIInstitute/PFEIFER","PFEIFER"
"30259008","https://doi.org/10.21105/joss.00472",2018,"https://ror.org/03r0ha626","Jess Tate","https://orcid.org/0000-0002-2934-1453","middle","Bioengineering Department, University of Utah, Salt Lake City, UT, USA.","https://github.com/SCIInstitute/PFEIFER","PFEIFER"
"","https://doi.org/10.21105/joss.00472",2018,"https://ror.org/03r0ha626","Kedar Aras","https://orcid.org/0000-0002-9898-1462","middle","Bioengineering Department, University of Utah, Salt Lake City, UT, USA.","https://github.com/SCIInstitute/PFEIFER","PFEIFER"
"30259008","https://doi.org/10.21105/joss.00472",2018,"https://ror.org/03r0ha626","Kedar Aras","https://orcid.org/0000-0002-9898-1462","middle","Bioengineering Department, University of Utah, Salt Lake City, UT, USA.","https://github.com/SCIInstitute/PFEIFER","PFEIFER"
"","https://doi.org/10.21105/joss.00472",2018,"https://ror.org/03r0ha626","Brett Burton",NA,"middle","Bioengineering Department, University of Utah, Salt Lake City, UT, USA.","https://github.com/SCIInstitute/PFEIFER","PFEIFER"
