mention_id,mention,count,most_popular_doi,most_popular_doi_count,most_popular_pmid,most_popular_pmid_count,github_repo
SM28628,TreeSAAP,27,10.1093/bioinformatics/btg043,18,12651734.0,23,
SM5004,Muscle,331,10.1093/nar/gkh340,218,15034147.0,238,https://github.com/gogogarrett/Muscle
SM28629,TrimAl,31,10.1093/bioinformatics/btp348,23,19505945.0,24,https://github.com/dzt/trimalchio
SM6495,PRANK,84,10.1073/pnas.0409137102,33,16000407.0,38,https://github.com/huijimuhe/prankPro
SM16592,SAMtools mpileup,33,10.1093/bioinformatics/btp352,27,19505943.0,30,https://github.com/gatoravi/mpileup2readcounts
SM27662,miRDB,60,10.1093/nar/gku1104,16,25378301.0,19,https://github.com/yetone/mirdb
SM24591,miRwalk,14,10.1371/journal.pone.0206239,5,30335862.0,5,https://github.com/bio2bel/mirwalk
SM16140,R package Seurat,14,10.1016/j.cell.2015.05.002,2,25867923.0,4,https://github.com/aertslab/SCopeLoomR
SM27351,LinkedOmics,11,10.1093/nar/gkx1090,10,29136207.0,7,
SM28058,OncoLnc,18,10.7717/peerj-cs.67,13,27756805.0,2,
SM28737,R package DESeq,49,10.1186/gb-2010-11-10-r106,43,20979621.0,42,https://github.com/nasqar/deseq2shiny
SM19794,MatchIt,9,10.18637/jss.v042.i08,9,,0,https://github.com/kosukeimai/MatchIt
SM15214,R package clusterProfiler,97,10.1089/omi.2011.0118,82,22455463.0,78,https://github.com/mitraak/clusterprofiler-ui-shiny
SM6821,clusterProfiler R package,57,10.1089/omi.2011.0118,42,22455463.0,39,https://github.com/mitraak/clusterprofiler-ui-shiny
SM5276,RankProd,25,10.1093/bioinformatics/btl476,12,16982708.0,14,https://github.com/francescodc87/RankProd
SM21298,DIANA-microT,51,10.1101/gad.1184704,9,15131085.0,10,https://github.com/uomsystemsbiology/LMMEL-miR-miner
SM3500,circlize,16,10.1093/bioinformatics/btu393,13,24930139.0,15,https://github.com/jokergoo/circlize
SM17602,ReactomePA,17,10.1039/C5MB00663E,7,26661513.0,15,https://github.com/YuLab-SMU/ReactomePA
SM14371,Tagger,25,10.1038/ng1669,13,16244653.0,18,https://github.com/XMUNLP/Tagger
SM27667,GEPIA2,15,10.1093/nar/gkz430,11,31114875.0,13,https://github.com/zwj-tina/GEPIA2021
SM18327,Xception,41,10.1109/CVPR.2017.195,13,33201919.0,2,https://github.com/Shirhe-Lyh/Xception
SM29012,VEGAS2,3,10.1017/thg.2014.79,2,25518859.0,2,
SM16941,enrichment analysis (GSEA),72,10.1073/pnas.0506580102,50,16199517.0,54,https://github.com/xzhoulab/iDEA
SM17101,Seurat R package,15,10.1038/nbt.3192,4,29608179.0,4,https://github.com/aertslab/SCopeLoomR
SM29089,CellMiner,15,10.1158/0008-5472.CAN-12-1370,5,22802077.0,11,https://github.com/broadinstitute/CellMiner
SM15020,LRT,48,10.1101/gr.092619.109,32,19602639.0,35,https://github.com/pingqingsheng/LRT
SM2448,Ensembl BioMart,41,10.1093/database/bar030,12,21785142.0,14,https://github.com/grimbough/biomaRt
SM29093,BUSTED,9,10.1093/molbev/msv035,7,25701167.0,8,https://github.com/Olivine-Labs/busted
SM29098,HyPhy package,33,10.1093/bioinformatics/bti079,15,15509596.0,17,https://github.com/cran/HyPhy
SM29141,pvclust,27,10.1093/bioinformatics/btl117,19,16595560.0,23,https://github.com/shimo-lab/pvclust
SM17147,limma-voom,32,10.1186/gb-2014-15-2-r29,18,24485249.0,12,https://github.com/wdecoster/DEA.R
SM29161,DEXSeq,72,10.1101/gr.133744.111,51,22722343.0,59,https://github.com/abrar-alshaer/DEXSeq
SM8586,StringTie,238,10.1038/nbt.3122,164,25690850.0,178,https://github.com/ZJX123a/StringTie
SM27578,set enrichment analysis (GSEA),25,10.1073/pnas.0506580102,13,16199517.0,17,https://github.com/xzhoulab/iDEA
SM29185,ChemRICH,9,10.1038/s41598-017-15231-w,7,29109515.0,5,
SM29193,Spectronaut,4,10.1074/mcp.M114.044305,2,25724911.0,2,https://github.com/EstevanBR/spectronaut
SM3269,MSstats,10,10.1093/bioinformatics/btu305,8,24794931.0,8,https://github.com/Vitek-Lab/MSstats
SM23677,TargetScanHuman,11,10.7554/eLife.05005,4,26267216.0,3,
SM18032,DIANA,18,10.1093/nar/gkv1270,1,23680784.0,2,https://github.com/derekmerck/DIANA
SM9720,LigPlot,37,10.1093/protein/8.2.127,12,7630882.0,14,https://github.com/eachanjohnson/dimpyplot
SM3083,Gephi,34,10.1016/j.lcsi.2015.07.004,2,19798086.0,1,https://github.com/gephi/gephi
SM29324,GOstat,78,10.1093/bioinformatics/bth088,53,14962934.0,63,https://github.com/atlassian/gostatsd
SM6087,DESeq R package,31,10.1186/gb-2010-11-10-r106,16,20979621.0,18,https://github.com/nasqar/deseq2shiny
SM21104,oPOSSUM,21,10.1093/nar/gki624,12,15933209.0,14,https://github.com/nodeshift/opossum
SM3001,ImageJ/Fiji,44,10.1038/nmeth.2019,14,22743772.0,23,https://github.com/lmb-freiburg/Unet-Segmentation
SM6222,UPARSE,119,10.1038/nmeth.2604,87,23955772.0,94,https://github.com/movingpictures83/UPARSE
SM6674,VSEARCH,125,10.7717/peerj.2584,85,27781170.0,101,https://github.com/torognes/vsearch
SM3220,glmnet,51,10.18637/jss.v033.i01,18,20808728.0,34,https://github.com/cran/glmnet
SM6870,MEGAHIT,92,10.1093/bioinformatics/btv033,58,25609793.0,67,https://github.com/voutcn/megahit
SM28277,DOSE,11,10.1093/bioinformatics/btu684,9,25677125.0,10,https://github.com/YuLab-SMU/DOSE
SM28865,MuSiC,35,10.1101/gr.134635.111,24,22759861.0,28,https://github.com/maicong/music
SM28266,PathScan,6,10.1093/bioinformatics/btr193,5,21498403.0,6,https://github.com/dsoprea/PathScan
SM22667,CytoScape,22,10.1101/gr.1239303,10,14597658.0,12,https://github.com/cytoscape/cytoscape.js
SM28645,HISAT,82,10.1038/nmeth.3317,58,25751142.0,66,https://github.com/DaehwanKimLab/hisat2
SM24750,CPC,61,10.1093/nar/gkm391,44,17631615.0,54,https://github.com/lronaldo/cpctelera
SM24751,CNCI,51,10.1093/nar/gkt646,39,23892401.0,41,https://github.com/www-bioinfo-org/CNCI
SM10108,Diamond,54,10.1038/nmeth.3176,40,25402007.0,43,https://github.com/python-diamond/Diamond
SM29484,DEGseq,96,10.1093/bioinformatics/btp612,68,19855105.0,75,https://github.com/qomoteam/qtool-degseq
SM7066,Mfuzz,12,10.6026/97320630002005,10,18084642.0,10,https://github.com/iansealy/Mfuzz
SM662,RNAhybrid,198,10.1261/rna.5248604,77,15383676.0,96,https://github.com/zavolanlab/snoRNAHybridSearchPipeline
SM28291,CIRI,33,10.1186/s13059-014-0571-3,23,25583365.0,27,https://github.com/vlovgr/ciris
SM1715,Mothur,148,10.1128/AEM.01541-09,94,19801464.0,107,https://github.com/movingpictures83/Mothur
SM28676,sLORETA,13,10.1016/j.ejpain.2004.11.005,1,12575463.0,7,https://github.com/secretsquirrel89/sLoreta
SM7540,MCODE,157,10.1186/1471-2105-4-2,104,12525261.0,87,https://github.com/BaderLab/MCODE
SM8555,Affy,7,10.1093/bioinformatics/btg405,2,14960456.0,3,https://github.com/kornor/Affy
SM5197,REACTOME,43,10.1093/nar/gkx1132,6,24243840.0,8,https://github.com/YuLab-SMU/ReactomePA
SM23312,rMATS,45,10.1073/pnas.1419161111,32,25480548.0,33,https://github.com/jscaber/rMATS
SM17261,SPM5,18,10.1016/j.nbd.2008.09.016,2,15955494.0,3,https://github.com/spm/spm5
SM29646,InParanoid,122,10.1006/jmbi.2000.5197,37,11743721.0,47,https://github.com/EBosi/parapy
SM29662,Pscan,20,10.1093/nar/gkp464,12,19487240.0,16,https://github.com/qq431169079/Pscan
SM16455,MethPrimer,72,10.1093/bioinformatics/18.11.1427,51,12424112.0,60,
SM29742,CIRCexplorer2,24,10.1101/gr.202895.115,13,27365365.0,16,https://github.com/YangLab/CIRCexplorer2
SM1666,miRDeep2,158,10.1093/nar/gkr688,102,21911355.0,118,https://github.com/Drmirdeep/miRDeep2
SM1735,TopHat,454,10.1093/bioinformatics/btp120,252,19289445.0,302,https://github.com/stnby/TopHat
SM29406,CIVET,1,10.1371/journal.pone.0117692,1,25781983.0,1,https://github.com/aces/CIVET
SM14985,CAT12,5,10.1016/S1474-4422(16)30230-7,1,27751556.0,1,https://github.com/asddzxcc1856/cat123-cat123-bot
SM29782,APE,32,10.1093/bioinformatics/btg412,28,14734327.0,26,https://github.com/Attempto/APE
SM16049,qqman,10,10.1101/005165,4,14320675.0,1,https://github.com/stephenturner/qqman
SM27537,SpliceSeq,13,10.1093/bioinformatics/bts452,6,22820202.0,4,https://github.com/MD-Anderson-Bioinformatics/SpliceSeq
SM791,FASTQC,59,10.12688/f1000research.15931.2,4,30254741.0,4,https://github.com/s-andrews/FastQC
SM29859,GENIE3,42,10.1371/journal.pone.0012776,28,20927193.0,25,https://github.com/vahuynh/GENIE3
SM15026,GERP++,49,10.1371/journal.pcbi.1001025,32,21152010.0,32,https://github.com/Rbbt-Workflows/GERP
SM15024,CADD,160,10.1038/ng.2892,101,24487276.0,108,https://github.com/caddyserver/caddy
SM27871,GOplot,8,10.1093/bioinformatics/btv300,7,25964631.0,7,https://github.com/cran/GOplot
SM27345,miRcode,13,10.1093/bioinformatics/bts344,7,22718787.0,8,https://github.com/Draqneel/mircode
SM28580,EpiDISH,13,10.1186/s12859-017-1511-5,5,28193155.0,5,https://github.com/sjczheng/EpiDISH
SM15613,R-package,52,10.1093/bioinformatics/btg412,4,12582260.0,4,https://github.com/r-lib/httr
SM30039,diffReps,18,10.1371/journal.pone.0065598,14,23762400.0,14,https://github.com/gitpan/diffReps
SM2883,CellProfiler Analyst,8,10.1186/1471-2105-9-482,4,19014601.0,6,https://github.com/CellProfiler/CellProfiler-Analyst
SM11820,DisEMBL,55,10.1016/j.str.2003.10.002,44,14604535.0,47,https://github.com/smsaladi/disembl
SM15335,phyloP,36,10.1101/gr.097857.109,28,19858363.0,29,https://github.com/Zsailer/phylopandas
SM1116,WEKA,108,10.1145/1656274.1656278,49,15073010.0,20,https://github.com/wekan/wekan
SM4508,FSL,137,10.1016/j.neuroimage.2004.07.051,25,15501092.0,28,https://github.com/yinuoba/FSL
SM28321,OncoFinder,10,10.3389/fgene.2014.00055,4,24723936.0,7,
SM27406,clusterprofiler,5,10.1089/omi.2011.0118,3,22455463.0,3,https://github.com/Sally-Zhang/clusterprofiler
SM6597,Trinity,624,10.1038/nbt.1883,424,21572440.0,435,https://github.com/CatImmortal/Trinity
SM15192,Seurat,111,10.1038/nbt.4096,28,29608179.0,34,https://github.com/satijalab/seurat
SM16154,GeneMANIA,160,10.1093/nar/gkq537,66,20576703.0,73,https://github.com/GeneMANIA/genemania
SM612,PRODRG,25,10.1107/S0907444904011679,5,15272157.0,15,
SM1410,Morpheus,14,10.1093/bioinformatics/btt772,7,24443380.0,7,https://github.com/Quetzi/Morpheus
SM30577,GASOLINE,1,10.12688/f1000research.4537.2,1,25324964.0,1,https://github.com/bloominstituteoftechnology/gasoline-server
SM9269,MEM,15,10.1111/j.1750-2659.2012.00422.x,4,22897919.0,4,https://github.com/sindresorhus/mem
SM30633,MOPS,14,10.1093/nar/gks003,5,22302147.0,7,https://github.com/toadstorm/MOPS
SM1540,String,47,10.1093/nar/gky1131,6,30476243.0,10,https://github.com/validatorjs/validator.js
SM27666,MetaGene,23,10.1093/nar/gkl723,18,17028096.0,18,https://github.com/CharlesJB/metagene
SM30662,deconstructSigs,23,10.1186/s13059-016-0893-4,16,26899170.0,20,https://github.com/raerose01/deconstructSigs
SM14004,psych,21,10.1108/13598541311318845,1,22085842.0,1,https://github.com/ruby/psych
SM27615,StarBase,4,10.1093/nar/gkt1248,2,24297251.0,1,https://github.com/Archaegeo/Starbase
SM1965,R studio,14,10.1186/1471-2105-9-559,1,19114008.0,1,https://github.com/joanby/r-basic
SM30727,GBDT,8,10.1214/aos/1013203451,4,31527280.0,1,https://github.com/liudragonfly/GBDT
SM29147,MethylMix,5,10.1186/s13059-014-0579-8,3,25609794.0,2,
SM4623,RNAalifold,94,10.1186/1471-2105-9-474,36,19014431.0,32,https://github.com/afafbioinfo/Align_MSA_Fasta
SM30843,QuSAGE,7,10.1093/nar/gkt660,2,23921631.0,6,https://github.com/QtLab/QUsagePlot
SM6767,DAVID Bioinformatics Resources,57,10.1038/nprot.2008.211,25,19131956.0,33,
SM30863,GOseq,69,10.1186/gb-2010-11-2-r14,51,20132535.0,61,https://github.com/lmika/goseq
SM6066,STAMP,156,10.1093/bioinformatics/btu494,35,17478497.0,37,https://github.com/uestcnlp/STAMP
SM28416,targetscan,3,10.7554/eLife.05005,2,26267216.0,2,https://github.com/nsoranzo/targetscan
SM20462,PicTar,216,10.1038/ng1536,109,15806104.0,149,https://github.com/gestixi/pictarea
SM30907,miREvo,36,10.1186/1471-2105-13-140,27,22720726.0,17,https://github.com/akahanaton/miREvo
SM25467,PHASE,112,10.1086/319501,43,11254454.0,42,https://github.com/photonstorm/phaser
SM14828,UNPHASED,22,10.1159/000119108,8,18382088.0,10,https://github.com/alanrogers/covld
SM1509,AutoDock Vina,434,10.1002/jcc.21334,241,19499576.0,301,https://github.com/ccsb-scripps/AutoDock-Vina
SM16608,ggplot2 R package,27,10.1002/wics.147,3,23040461.0,2,https://github.com/ggobi/ggally
SM29048,PhenoAgeAccel,1,10.18632/aging.101414,1,29676998.0,1,
SM30996,methylKit,48,10.1186/gb-2012-13-10-r87,35,23034086.0,38,https://github.com/al2na/methylKit
SM12807,SwissTargetPrediction,25,10.1093/nar/gkz382,8,31106366.0,11,
SM31115,GATK Unified Genotyper,18,10.1038/ng.806,8,21478889.0,10,https://github.com/ashutoshkpandey/Variants_call
SM31143,htseq,6,10.1093/bioinformatics/btu638,4,25260700.0,4,https://github.com/simon-anders/htseq
SM17690,Enrichment Analysis,9,10.1073/pnas.0506580102,7,16199517.0,8,https://github.com/zqfang/GSEApy
SM31160,MSEA,11,10.1093/nar/gkq329,7,20457745.0,7,https://github.com/bsml320/MSEA
SM15492,MACS,171,10.1186/gb-2008-9-9-r137,124,18798982.0,138,https://github.com/macs3-project/MACS
SM14386,Miranda,22,10.1186/gb-2003-5-1-r1,6,15502875.0,6,https://github.com/burhanahmeed/Miranda
SM6064,PICRUSt,144,10.1038/nbt.2676,113,23975157.0,107,https://github.com/YutoMAEDA/PICRUSt
SM1764,MOTHUR,104,10.1128/AEM.01541-09,71,19801464.0,80,https://github.com/mothur/mothur
SM27388,Starbase,13,10.1093/nar/gkt1248,8,24297251.0,9,https://github.com/Archaegeo/Starbase
SM7730,DeSeq2,34,10.1186/s13059-014-0550-8,24,25516281.0,27,https://github.com/mikelove/DESeq2
SM1903,pROC,63,10.1186/1471-2105-12-77,43,21414208.0,30,https://github.com/xrobin/pROC
SM27593,miRTarBase,9,10.1093/nar/gkq1107,3,21071411.0,3,https://github.com/yigangchen/miRTarBase
SM24704,OptiType,23,10.1093/bioinformatics/btu548,17,25143287.0,21,https://github.com/FRED-2/OptiType
SM30467,CytoNCA,32,10.1016/j.biosystems.2014.11.005,23,25451770.0,26,https://github.com/cici333/CytoNCA
SM31314,SeqMap,25,10.1093/bioinformatics/btn429,14,18697769.0,17,https://github.com/vzakh/SeqMap
SM27522,MR-PRESSO,15,10.1038/s41588-018-0099-7,12,29686387.0,12,https://github.com/rondolab/MR-PRESSO
SM2609,NIH ImageJ,20,10.1038/nmeth.2089,10,22930834.0,11,https://github.com/ajarrett/ImageTracer
SM17137,Pathifier,14,10.1073/pnas.1219651110,6,23547110.0,11,
SM17443,tophat2,16,10.1186/gb-2013-14-4-r36,8,23618408.0,10,https://github.com/DaehwanKimLab/tophat2
SM17175,GOstats,60,10.1093/bioinformatics/btl567,48,17098774.0,49,https://github.com/Bioconductor/GOstats
SM15105,DESeq2 R package,62,10.1186/s13059-014-0550-8,49,25516281.0,52,https://github.com/nasqar/deseq2shiny
SM29611,mummichog,4,10.1371/journal.pcbi.1003123,4,23861661.0,3,https://github.com/shuzhao-li/mummichog
SM31577,WFU PickAtlas,8,10.1016/S1053-8119(03)00169-1,4,12880848.0,7,
SM14372,HaploView,12,10.1093/bioinformatics/bth457,8,15297300.0,10,https://github.com/jazzywhit/Haploview
SM24891,catRAPID,18,10.1038/nmeth.1611,12,21623348.0,12,https://github.com/armaos/catrapid_globalscore_light
SM574,BLASTX,286,10.1093/nar/25.17.3389,96,9254694.0,111,https://github.com/pzyskytree/BLASTX
SM1273,Blast2GO,694,10.1093/bioinformatics/bti610,416,16081474.0,447,https://github.com/jameslz/blast_table2xml
SM16748,DiffBind,30,10.1038/nature10730,13,22217937.0,24,https://github.com/aeron15/DiffBind
SM31678,Brain Extraction Tool,10,10.1002/hbm.10062,5,12391568.0,7,https://github.com/MIC-DKFZ/HD-BET
SM23446,iCluster,36,10.1093/bioinformatics/btp543,26,19759197.0,28,https://github.com/windyrobin/iCluster
SM24348,survivalROC,1,10.2147/OTT.S147717,1,29138577.0,1,https://github.com/cran/survivalROC
SM20863,MatInspector,81,10.1093/bioinformatics/bti473,32,15860560.0,42,
SM14274,Haploview,358,10.1093/bioinformatics/bth457,243,15297300.0,278,https://github.com/jazzywhit/Haploview
SM7111,Genorm,9,10.1186/gb-2002-3-7-research0034,7,12184808.0,7,https://github.com/hhh0pE/genorm
SM18025,dbNSFP,49,10.1002/humu.22932,14,26555599.0,15,https://github.com/simonsfoundation/anno-dbnsfp
SM31040,ProLuCID,5,10.1016/j.jprot.2015.07.001,4,26171723.0,5,https://github.com/robinparky/prolucidComPIL
SM27668,GSCALite,4,10.1093/bioinformatics/bty411,4,29790900.0,4,https://github.com/chunjie-sam-liu/GSCALite
SM16695,Gene Set Enrichment Analysis,41,10.1073/pnas.0506580102,23,16199517.0,31,https://github.com/zqfang/GSEApy
SM27902,Boruta,3,10.18637/jss.v036.i11,3,,0,https://github.com/cran/Boruta
SM31935,iRegulon,22,10.1371/journal.pcbi.1003731,16,25058159.0,15,https://github.com/aertslab/iRegulon
SM14482,KM-plotter,8,10.1038/s41598-018-27521-y,1,22277193.0,3,https://github.com/leeli73/go-kmeans-html-plotter
SM203,WebPlotDigitizer,8,10.1177/0145445516645763,1,27126988.0,1,https://github.com/ankitrohatgi/WebPlotDigitizer
SM28334,MEXPRESS,12,10.1093/nar/gkz445,5,26306699.0,5,https://github.com/manassur/MEXPRESS
SM8390,MZmine,68,10.1186/1471-2105-11-395,27,20650010.0,21,https://github.com/mzmine/mzmine2
SM10304,PITA,176,10.1038/ng2135,103,17893677.0,141,https://github.com/Talophex/PITA
SM15277,GISTIC,47,10.1186/gb-2011-12-4-r41,18,21527027.0,18,https://github.com/realpython/python-scripts
SM28503,plink,33,10.1086/519795,21,17701901.0,23,https://github.com/hairless/plink
SM27812,DIANA-mirPath,13,10.1093/bioinformatics/btp299,7,19435746.0,8,
SM28712,microT-CDS,12,10.1093/nar/gkt393,4,23680784.0,4,https://github.com/uomsystemsbiology/LMMEL-miR-miner
SM29169,miRNAMap,14,10.1093/nar/gkm1012,5,18029362.0,8,
SM32135,Brain Connectivity Toolbox,24,10.1016/j.neuroimage.2009.10.003,16,19819337.0,21,https://github.com/aestrivex/bctpy
SM32160,Bioconductor package edgeR,33,10.1093/bioinformatics/btp616,17,19910308.0,23,https://github.com/jianjinxu/edgeR
SM32223,DAVID Functional Annotation Tool,22,10.1038/nprot.2008.211,7,19131956.0,8,https://github.com/RandallJEllis/DAVID
SM7227,MicrobiomeAnalyst,54,10.1093/nar/gkx295,34,28449106.0,35,https://github.com/xia-lab/MicrobiomeAnalystR
SM32253,cd-hit-est,21,10.1093/bioinformatics/bts565,7,16731699.0,8,
SM7526,Blastx,37,10.1016/S0022-2836(05)80360-2,9,2231712.0,17,https://github.com/pjotrp/blastxmlparser
SM32254,tblastx,25,10.1093/nar/25.17.3389,9,9254694.0,9,https://github.com/neuhofmo/Pairwise_tblastx
SM7119,MAKER,74,10.1101/gr.6743907,27,18025269.0,40,https://github.com/wechaty/wechaty
SM1044,Gblocks,297,10.1093/oxfordjournals.molbev.a026334,114,10742046.0,173,https://github.com/atmaivancevic/Gblocks
SM32302,Phylogeny.fr,25,10.1093/nar/gkn180,17,18424797.0,20,https://github.com/GClarte/PhylogenyFromMatrices
SM6119,TBtools,201,10.1016/j.molp.2020.06.009,105,32585190.0,101,https://github.com/CJ-Chen/TBtools
SM3951,CMA,12,10.1093/nar/gkl342,3,16845066.0,3,https://github.com/yahoo/CMAK
SM616,rms,17,10.2147/CMAR.S187317,1,25885254.0,1,https://github.com/harrelfe/rms
SM32189,OpenSesame,11,10.3758/s13428-011-0168-7,9,22083660.0,11,https://github.com/open-cogsci/OpenSesame
SM34862,ForceAtlas2,3,10.1371/journal.pone.0098679,2,24914678.0,2,https://github.com/analyxcompany/ForceAtlas2
SM34891,BWA-SW,35,10.1093/bioinformatics/btp698,26,20080505.0,31,https://github.com/peterpengwei/bwa-mem-sw
SM34894,SOAP3-dp,8,10.1371/journal.pone.0065632,6,23741504.0,6,https://github.com/aquaskyline/SOAP3-dp
SM34896,ABySS,206,10.1101/gr.089532.108,122,19251739.0,140,https://github.com/bcgsc/abyss
SM1195,DALI,146,10.1006/jmbi.1993.1489,45,8377180.0,57,https://github.com/NVIDIA/DALI
SM6696,LGA,10,10.1093/nar/gkg571,6,12824330.0,9,https://github.com/Friend-LGA/LGAlertView
SM10205,language,16,10.1016/j.tree.2007.09.006,2,17988759.0,2,https://github.com/google-research/language
SM21610,Seq-Gen,42,10.2307/2412519,1,9183526.0,35,https://github.com/rambaut/Seq-Gen
SM23789,TOMTOM,94,10.1186/gb-2007-8-2-r24,59,17324271.0,60,https://github.com/ryanbinns/ttwatch
SM2447,GOrilla,106,10.1186/1471-2105-10-48,81,19192299.0,71,https://github.com/zdia/gorilla
SM23660,DREME,64,10.1093/bioinformatics/btr261,57,21543442.0,52,https://github.com/timmehtimmeh/Cura-Dremel-Printer-Plugin
SM16131,dChip,99,10.1073/pnas.011404098,44,11134512.0,46,https://github.com/d-gamedev-team/dchip
SM34983,HPRD,88,10.1093/nar/gkn892,31,18988627.0,34,https://github.com/Twilight-Logic/HPRDMM
SM19072,COLONY,8,10.1111/j.1755-0998.2009.02787.x,6,21565056.0,4,https://github.com/hughsk/colony
SM646,CLUSTAL W,207,10.1093/nar/22.22.4673,115,7984417.0,157,https://github.com/coldfunction/CUDA-clustalW
SM35017,DIALIGN,39,10.1093/bioinformatics/15.3.211,11,10222408.0,12,https://github.com/Ewael/DIALIGN
SM35020,T-COFFEE,52,10.1006/jmbi.2000.4042,38,10964570.0,41,https://github.com/jashkenas/coffee-script-tmbundle
SM35025,BLASTZ,61,10.1101/gr.809403,50,12529312.0,56,https://github.com/mattjliu/BlastZone
SM35029,Dynalign,32,10.1006/jmbi.2001.5351,19,11902836.0,19,
SM4622,Vienna RNA package,87,10.1093/nar/gkg599,24,12824340.0,28,https://github.com/ViennaRNA/ViennaRNA
SM35054,XenofilteR,3,10.1186/s12859-018-2353-5,3,30286710.0,1,https://github.com/PeeperLab/XenofilteR
SM1188,Rosetta,116,10.1016/B978-0-12-381270-4.00019-6,7,21187238.0,15,https://github.com/LatticeX-Foundation/Rosetta
SM8940,gnuplot,8,10.1002/jae.885,1,18507856.0,1,https://github.com/gnuplot/gnuplot
SM35124,SiFit,8,10.1186/s13059-017-1311-2,7,28927434.0,7,https://github.com/KChen-lab/SiFit
SM35126,SCITE,18,10.1186/s13059-016-0936-x,11,27149953.0,8,https://github.com/cbg-ethz/SCITE
SM35147,baySeq,62,10.1186/1471-2105-11-422,43,20698981.0,33,https://github.com/kf335/baySeq
SM15892,MAS5,39,10.1093/bioinformatics/18.12.1585,14,12490442.0,15,https://github.com/jasrub/mas500
SM35190,PsiPred,24,10.1006/jmbi.1999.3091,7,10493868.0,7,https://github.com/psipred/psipred
SM35199,NJst,28,10.1093/sysbio/syr027,12,21447481.0,18,https://github.com/ValYouW/njsTrace
SM35201,ASTRAL,51,10.1093/bioinformatics/btu462,17,25161245.0,9,https://github.com/smirarab/ASTRAL
SM35203,ASTRID,14,10.1186/1471-2164-16-S10-S3,10,25649116.0,5,https://github.com/pranjalv123/ASTRID
SM4912,PAUP*,81,10.1080/106351598261049,4,12504223.0,21,https://github.com/nylander/MrModeltest2
SM35222,Matt,16,10.1371/journal.pcbi.0040010,12,18193941.0,11,https://github.com/mattermost/mattermost-server
SM7285,SOAPdenovo,215,10.1101/gr.097261.109,98,20019144.0,108,https://github.com/ShujiaHuang/SOAPdenovo
SM35264,TREE-PUZZLE,71,10.1093/bioinformatics/18.3.502,55,11934758.0,60,https://github.com/dgurkaynak/8-puzzle-solver
SM35270,Mason,9,10.1186/1471-2105-9-11,2,18184432.0,2,https://github.com/DrewDahlman/Mason
SM35289,FOLDALIGN,28,10.1093/bioinformatics/bti279,12,15657094.0,12,
SM6779,AUGUSTUS,194,10.1093/bioinformatics/btn013,32,18218656.0,35,https://github.com/Gaius-Augustus/Augustus
SM7298,GENSCAN,94,10.1006/jmbi.1997.0951,57,9149143.0,66,https://github.com/LCozzoli/genScanner
SM6240,GeneWise,111,10.1101/gr.1865504,62,15123596.0,77,https://github.com/nehiljain/genewiseR
SM631,GMAP,109,10.1093/bioinformatics/bti310,83,15728110.0,91,https://github.com/hpneo/gmaps
SM756,blast,68,10.1016/S0022-2836(05)80360-2,24,2231712.0,41,https://github.com/julianshapiro/blast
SM8544,hmmsearch,37,10.1093/bioinformatics/14.9.755,10,9918945.0,10,https://github.com/mtrobey/hmmsearch
SM35322,Scipio,19,10.1186/1471-2105-9-278,11,18554390.0,12,
SM35353,CMC,40,10.1093/bioinformatics/btp311,26,19435747.0,30,https://github.com/HobbitLong/CMC
SM35354,CFinder,63,10.1093/bioinformatics/btl039,42,16473872.0,50,https://github.com/zhangshaohu/CFinder
SM35388,RNALfold,17,10.1093/bioinformatics/btg388,12,14734309.0,9,
SM35387,RNAplfold,22,10.1093/bioinformatics/btk014,11,16368769.0,14,https://github.com/BackofenLab/LocalFold
SM35390,RNAcofold,18,10.1186/1748-7188-1-3,6,16722605.0,7,
SM28397,RNAplex,24,10.1093/bioinformatics/btn193,12,18434344.0,15,https://github.com/eggzilla/RNAplexParser
SM35064,RNAinverse,15,10.1007/BF00818163,11,22115189.0,4,https://github.com/hjiang36/RNAInverse
SM9556,OpenMP,25,10.1109/99.660313,11,21709855.0,1,https://github.com/kfu218/OpenMP
SM35423,RNAz,86,10.1073/pnas.0409169102,46,15665081.0,56,https://github.com/ViennaRNA/RNAz
SM29786,MASH,17,10.1186/s13059-016-0997-x,7,27323842.0,10,https://github.com/oslabs-beta/MASH
SM9747,MSMS,21,10.1002/(SICI)1097-0282(199603)38:3<305::AID-BIP4>3.0.CO;2-Y,11,8906967.0,18,https://github.com/MotorolaMobilityLLC/kernel-msm
SM35451,DelPhi,17,10.1021/jp010454y,3,22583952.0,3,https://github.com/danieleteti/delphimvcframework
SM24494,HotNet2,31,10.1038/ng.3168,17,25501392.0,27,https://github.com/raphael-group/hotnet2
SM6775,RepeatMasker,541,10.1038/nature15394,11,22367864.0,11,https://github.com/rmhubley/RepeatMasker
SM5078,HMMER,412,10.1093/bioinformatics/14.9.755,108,9918945.0,116,https://github.com/EddyRivasLab/hmmer
SM35481,ALLPATHS-LG,72,10.1073/pnas.1017351108,46,21187386.0,53,https://github.com/remiolsen/allpathslg
SM24745,PBJelly,26,10.1371/journal.pone.0047768,14,23185243.0,17,https://github.com/esrice/PBJelly
SM23051,BLASR,58,10.1186/1471-2105-13-238,49,22988817.0,44,https://github.com/PacificBiosciences/blasr
